,sentence,sentence_id
558,At each F.O.M.C.,"(2, 804)"
559,meetingthey take place eight times a yearmembers consider detailed presentations about the state of the economy from the Feds staff.,"(2, 805)"
560,"Then they engage in lengthy discussions, some of which are pretty arcane, before voting on what to do.","(2, 806)"
561,(The policy discussions are transcribed and released after a delay of five years.),"(2, 807)"
562,,"(2, 808)"
563,"You definitely feel like you are working in an independent institution, Joseph Gagnon, a senior fellow at the Peterson Institute for International Economics who worked as an economist at the Fed for almost twenty-five years, said.","(2, 900)"
564,The fixed terms and the fact that they have never been violated really insulates these people. In attending numerous F.O.M.C.,"(2, 901)"
565,"meetings as a resident expert, Gagnon said that the discussions he witnessed were entirely about economics, and politics never came up.","(2, 902)"
566,"Now, you could say it is in the back of their minds, but I think even that is a bit of a stretch for any of the members I have seen, he said.","(2, 903)"
567,I think they did what they thought was best for the country.,"(2, 904)"
568,"They are not worried about their jobs, and they think that is what they have been put there to do.","(2, 905)"
569,,"(2, 906)"
570,"To be sure, there are economists who dissent from this analysis and agree with the White House that the Fed has been too hawkish.","(2, 700)"
571,"David Blanchflower, an economist at Dartmouth who has served on the Bank of Englands Monetary Policy Committee, said that the Feds decision to raise the federal-funds rate by another quarter point in December was completely unnecessary and, especially given the slowdown in the global economy, raised the risk of a recession.","(2, 701)"
572,"Despite the fact that Kudlow, Moore, and the POTUS know nothing about economics, Blanchflower said, they are right on this one.","(2, 702)"
573,,"(2, 703)"
574,"That is a minority view, but there is almost always some variation of opinion among economists about the appropriate level of interest rates.","(2, 800)"
575,"The advantage of having an independent central bank is that technical economic debates are, at least partly, divorced from the political arena.","(2, 801)"
576,The Federal Open Market Committee has twelve voting members: seven Fed governors appointed by the President and five presidents of regional reserve banks.,"(2, 802)"
577,"Fed governors are appointed for fixed terms; they can only be fired for cause, and, in the Feds century of existence, this has never happened.","(2, 803)"
578,At each F.O.M.C.,"(2, 804)"
579,meetingthey take place eight times a yearmembers consider detailed presentations about the state of the economy from the Feds staff.,"(2, 805)"
580,"Then they engage in lengthy discussions, some of which are pretty arcane, before voting on what to do.","(2, 806)"
581,(The policy discussions are transcribed and released after a delay of five years.),"(2, 807)"
582,,"(2, 808)"
583,"You definitely feel like you are working in an independent institution, Joseph Gagnon, a senior fellow at the Peterson Institute for International Economics who worked as an economist at the Fed for almost twenty-five years, said.","(2, 900)"
584,The fixed terms and the fact that they have never been violated really insulates these people. In attending numerous F.O.M.C.,"(2, 901)"
585,"meetings as a resident expert, Gagnon said that the discussions he witnessed were entirely about economics, and politics never came up.","(2, 902)"
586,"Now, you could say it is in the back of their minds, but I think even that is a bit of a stretch for any of the members I have seen, he said.","(2, 903)"
587,I think they did what they thought was best for the country.,"(2, 904)"
588,"They are not worried about their jobs, and they think that is what they have been put there to do.","(2, 905)"
589,,"(2, 906)"
590,"To be sure, there are economists who dissent from this analysis and agree with the White House that the Fed has been too hawkish.","(2, 700)"
591,"David Blanchflower, an economist at Dartmouth who has served on the Bank of Englands Monetary Policy Committee, said that the Feds decision to raise the federal-funds rate by another quarter point in December was completely unnecessary and, especially given the slowdown in the global economy, raised the risk of a recession.","(2, 701)"
592,"Despite the fact that Kudlow, Moore, and the POTUS know nothing about economics, Blanchflower said, they are right on this one.","(2, 702)"
593,,"(2, 703)"
594,"That is a minority view, but there is almost always some variation of opinion among economists about the appropriate level of interest rates.","(2, 800)"
595,"The advantage of having an independent central bank is that technical economic debates are, at least partly, divorced from the political arena.","(2, 801)"
596,The Federal Open Market Committee has twelve voting members: seven Fed governors appointed by the President and five presidents of regional reserve banks.,"(2, 802)"
597,"Fed governors are appointed for fixed terms; they can only be fired for cause, and, in the Feds century of existence, this has never happened.","(2, 803)"
598,At each F.O.M.C.,"(2, 804)"
599,meetingthey take place eight times a yearmembers consider detailed presentations about the state of the economy from the Feds staff.,"(2, 805)"
600,"Then they engage in lengthy discussions, some of which are pretty arcane, before voting on what to do.","(2, 806)"
601,(The policy discussions are transcribed and released after a delay of five years.),"(2, 807)"
602,,"(2, 808)"
603,"You definitely feel like you are working in an independent institution, Joseph Gagnon, a senior fellow at the Peterson Institute for International Economics who worked as an economist at the Fed for almost twenty-five years, said.","(2, 900)"
604,The fixed terms and the fact that they have never been violated really insulates these people. In attending numerous F.O.M.C.,"(2, 901)"
605,"meetings as a resident expert, Gagnon said that the discussions he witnessed were entirely about economics, and politics never came up.","(2, 902)"
606,"Now, you could say it is in the back of their minds, but I think even that is a bit of a stretch for any of the members I have seen, he said.","(2, 903)"
607,I think they did what they thought was best for the country.,"(2, 904)"
608,"They are not worried about their jobs, and they think that is what they have been put there to do.","(2, 905)"
609,,"(2, 906)"
610,"To be sure, there are economists who dissent from this analysis and agree with the White House that the Fed has been too hawkish.","(2, 700)"
611,"David Blanchflower, an economist at Dartmouth who has served on the Bank of Englands Monetary Policy Committee, said that the Feds decision to raise the federal-funds rate by another quarter point in December was completely unnecessary and, especially given the slowdown in the global economy, raised the risk of a recession.","(2, 701)"
612,"Despite the fact that Kudlow, Moore, and the POTUS know nothing about economics, Blanchflower said, they are right on this one.","(2, 702)"
613,,"(2, 703)"
614,"That is a minority view, but there is almost always some variation of opinion among economists about the appropriate level of interest rates.","(2, 800)"
615,"The advantage of having an independent central bank is that technical economic debates are, at least partly, divorced from the political arena.","(2, 801)"
616,The Federal Open Market Committee has twelve voting members: seven Fed governors appointed by the President and five presidents of regional reserve banks.,"(2, 802)"
617,"Fed governors are appointed for fixed terms; they can only be fired for cause, and, in the Feds century of existence, this has never happened.","(2, 803)"
618,At each F.O.M.C.,"(2, 804)"
619,meetingthey take place eight times a yearmembers consider detailed presentations about the state of the economy from the Feds staff.,"(2, 805)"
620,"Then they engage in lengthy discussions, some of which are pretty arcane, before voting on what to do.","(2, 806)"
621,(The policy discussions are transcribed and released after a delay of five years.),"(2, 807)"
622,,"(2, 808)"
623,"You definitely feel like you are working in an independent institution, Joseph Gagnon, a senior fellow at the Peterson Institute for International Economics who worked as an economist at the Fed for almost twenty-five years, said.","(2, 900)"
624,The fixed terms and the fact that they have never been violated really insulates these people. In attending numerous F.O.M.C.,"(2, 901)"
625,"meetings as a resident expert, Gagnon said that the discussions he witnessed were entirely about economics, and politics never came up.","(2, 902)"
626,"Now, you could say it is in the back of their minds, but I think even that is a bit of a stretch for any of the members I have seen, he said.","(2, 903)"
627,I think they did what they thought was best for the country.,"(2, 904)"
628,"They are not worried about their jobs, and they think that is what they have been put there to do.","(2, 905)"
629,,"(2, 906)"
630,"Powell, who worked at the Treasury Department in the George H. W. Bush Administration and joined the board of the Fed in 2012, seems determined to protect the Feds independence.","(2, 1000)"
631,"In January, the Fed indicated that it wouldnt raise interest rates again for the foreseeable future.","(2, 1001)"
632,"In explaining this about-turn, Powell had pointed to a slowing economy and quiescent inflation.","(2, 1002)"
633,"A week later, he and the Feds vice-chairman, Richard Clarida, an economist at Columbia University, were invited to dine at the White House with Trump and Steve Mnuchin, the Treasury Secretary.","(2, 1003)"
634,"Evidently concerned that the sight of Powell meeting with Trump might create the impression that the Fed had buckled, the bank issued an unusual statement immediately after the dinner, in which it said that Powell told the President that he and his colleagues would set monetary policy in order to support maximum employment and stable prices and will make those decisions based solely on careful, objective and non-political analysis.","(2, 1004)"
635,How Trump reacted to Powells declaration of independence isnt known.,"(2, 1005)"
636,But it wasnt very long before he started criticizing the Fed again.,"(2, 1006)"
637,He also fastened on the idea of filling two vacancies on its board with Moore and Cain.,"(2, 1007)"
638,,"(2, 1008)"
639,Moore has been active in Republican politics for decades.,"(2, 1100)"
640,"A co-founder of the Club for Growth, a nonprofit that pushes for low taxes and spending cuts, he is now a fellow at the Heritage Foundation.","(2, 1101)"
641,But it isnt just Moores conservatism that his critics are focussing on.,"(2, 1102)"
642,"He has shown himself to be incompetent, Wolfers said.","(2, 1103)"
643,"His history of making simple errors of data, his forecasts, and his policy pronouncements have shown him to be among the least high-powered economists ever. Cain has a very different background.","(2, 1104)"
644,"From 1986 to 1996, he was the chief executive of Godfathers Pizza.","(2, 1105)"
645,"He also headed the National Restaurant Association for a time and served on the board of the Federal Reserve Bank of Kansas City, which is largely made up of prominent local businesspeople and doesnt have any policy role.","(2, 1106)"
646,,"(2, 1107)"
647,"Ironically, Moore and Cain have both expressed views on monetary policy that identified them as inflation hawksthe opposite of Trump.","(2, 1200)"
648,"Cain even advocated a return to the gold standard, the draconian monetary system that helped bring about the Great Depression.","(2, 1201)"
649,Its safe to assume that these views werent what got Trumps attention.,"(2, 1202)"
650,"Last year, Moore published a book hailing Trumps economic policies; in December, he called on Trump to fire Powell, and last month he penned an op-ed in the Wall Street Journal titled The Fed Is a Threat to Growth.","(2, 1203)"
651," Cain has been a less visible supporter of Trump, but in September he formed a new Super PAC, America Fighting Back, which says, on its home page, We must protect Donald Trump and his agenda from impeachment.","(2, 1204)"
652,"In announcing his intention to nominate Cain to the Fed, Trump called him a terrific man.","(2, 1205)"
653,,"(2, 1206)"
654,"Powell, who worked at the Treasury Department in the George H. W. Bush Administration and joined the board of the Fed in 2012, seems determined to protect the Feds independence.","(2, 1000)"
655,"In January, the Fed indicated that it wouldnt raise interest rates again for the foreseeable future.","(2, 1001)"
656,"In explaining this about-turn, Powell had pointed to a slowing economy and quiescent inflation.","(2, 1002)"
657,"A week later, he and the Feds vice-chairman, Richard Clarida, an economist at Columbia University, were invited to dine at the White House with Trump and Steve Mnuchin, the Treasury Secretary.","(2, 1003)"
658,"Evidently concerned that the sight of Powell meeting with Trump might create the impression that the Fed had buckled, the bank issued an unusual statement immediately after the dinner, in which it said that Powell told the President that he and his colleagues would set monetary policy in order to support maximum employment and stable prices and will make those decisions based solely on careful, objective and non-political analysis.","(2, 1004)"
659,How Trump reacted to Powells declaration of independence isnt known.,"(2, 1005)"
660,But it wasnt very long before he started criticizing the Fed again.,"(2, 1006)"
661,He also fastened on the idea of filling two vacancies on its board with Moore and Cain.,"(2, 1007)"
662,,"(2, 1008)"
663,Moore has been active in Republican politics for decades.,"(2, 1100)"
664,"A co-founder of the Club for Growth, a nonprofit that pushes for low taxes and spending cuts, he is now a fellow at the Heritage Foundation.","(2, 1101)"
665,But it isnt just Moores conservatism that his critics are focussing on.,"(2, 1102)"
666,"He has shown himself to be incompetent, Wolfers said.","(2, 1103)"
667,"His history of making simple errors of data, his forecasts, and his policy pronouncements have shown him to be among the least high-powered economists ever. Cain has a very different background.","(2, 1104)"
668,"From 1986 to 1996, he was the chief executive of Godfathers Pizza.","(2, 1105)"
669,"He also headed the National Restaurant Association for a time and served on the board of the Federal Reserve Bank of Kansas City, which is largely made up of prominent local businesspeople and doesnt have any policy role.","(2, 1106)"
670,,"(2, 1107)"
671,"Ironically, Moore and Cain have both expressed views on monetary policy that identified them as inflation hawksthe opposite of Trump.","(2, 1200)"
672,"Cain even advocated a return to the gold standard, the draconian monetary system that helped bring about the Great Depression.","(2, 1201)"
673,Its safe to assume that these views werent what got Trumps attention.,"(2, 1202)"
674,"Last year, Moore published a book hailing Trumps economic policies; in December, he called on Trump to fire Powell, and last month he penned an op-ed in the Wall Street Journal titled The Fed Is a Threat to Growth.","(2, 1203)"
675," Cain has been a less visible supporter of Trump, but in September he formed a new Super PAC, America Fighting Back, which says, on its home page, We must protect Donald Trump and his agenda from impeachment.","(2, 1204)"
676,"In announcing his intention to nominate Cain to the Fed, Trump called him a terrific man.","(2, 1205)"
677,,"(2, 1206)"
678,"Powell, who worked at the Treasury Department in the George H. W. Bush Administration and joined the board of the Fed in 2012, seems determined to protect the Feds independence.","(2, 1000)"
679,"In January, the Fed indicated that it wouldnt raise interest rates again for the foreseeable future.","(2, 1001)"
680,"In explaining this about-turn, Powell had pointed to a slowing economy and quiescent inflation.","(2, 1002)"
681,"A week later, he and the Feds vice-chairman, Richard Clarida, an economist at Columbia University, were invited to dine at the White House with Trump and Steve Mnuchin, the Treasury Secretary.","(2, 1003)"
682,"Evidently concerned that the sight of Powell meeting with Trump might create the impression that the Fed had buckled, the bank issued an unusual statement immediately after the dinner, in which it said that Powell told the President that he and his colleagues would set monetary policy in order to support maximum employment and stable prices and will make those decisions based solely on careful, objective and non-political analysis.","(2, 1004)"
683,How Trump reacted to Powells declaration of independence isnt known.,"(2, 1005)"
684,But it wasnt very long before he started criticizing the Fed again.,"(2, 1006)"
685,He also fastened on the idea of filling two vacancies on its board with Moore and Cain.,"(2, 1007)"
686,,"(2, 1008)"
687,Moore has been active in Republican politics for decades.,"(2, 1100)"
688,"A co-founder of the Club for Growth, a nonprofit that pushes for low taxes and spending cuts, he is now a fellow at the Heritage Foundation.","(2, 1101)"
689,But it isnt just Moores conservatism that his critics are focussing on.,"(2, 1102)"
690,"He has shown himself to be incompetent, Wolfers said.","(2, 1103)"
691,"His history of making simple errors of data, his forecasts, and his policy pronouncements have shown him to be among the least high-powered economists ever. Cain has a very different background.","(2, 1104)"
692,"From 1986 to 1996, he was the chief executive of Godfathers Pizza.","(2, 1105)"
693,"He also headed the National Restaurant Association for a time and served on the board of the Federal Reserve Bank of Kansas City, which is largely made up of prominent local businesspeople and doesnt have any policy role.","(2, 1106)"
694,,"(2, 1107)"
695,"Ironically, Moore and Cain have both expressed views on monetary policy that identified them as inflation hawksthe opposite of Trump.","(2, 1200)"
696,"Cain even advocated a return to the gold standard, the draconian monetary system that helped bring about the Great Depression.","(2, 1201)"
697,Its safe to assume that these views werent what got Trumps attention.,"(2, 1202)"
698,"Last year, Moore published a book hailing Trumps economic policies; in December, he called on Trump to fire Powell, and last month he penned an op-ed in the Wall Street Journal titled The Fed Is a Threat to Growth.","(2, 1203)"
699," Cain has been a less visible supporter of Trump, but in September he formed a new Super PAC, America Fighting Back, which says, on its home page, We must protect Donald Trump and his agenda from impeachment.","(2, 1204)"
700,"In announcing his intention to nominate Cain to the Fed, Trump called him a terrific man.","(2, 1205)"
701,,"(2, 1206)"
702,"Powell, who worked at the Treasury Department in the George H. W. Bush Administration and joined the board of the Fed in 2012, seems determined to protect the Feds independence.","(2, 1000)"
703,"In January, the Fed indicated that it wouldnt raise interest rates again for the foreseeable future.","(2, 1001)"
704,"In explaining this about-turn, Powell had pointed to a slowing economy and quiescent inflation.","(2, 1002)"
705,"A week later, he and the Feds vice-chairman, Richard Clarida, an economist at Columbia University, were invited to dine at the White House with Trump and Steve Mnuchin, the Treasury Secretary.","(2, 1003)"
706,"Evidently concerned that the sight of Powell meeting with Trump might create the impression that the Fed had buckled, the bank issued an unusual statement immediately after the dinner, in which it said that Powell told the President that he and his colleagues would set monetary policy in order to support maximum employment and stable prices and will make those decisions based solely on careful, objective and non-political analysis.","(2, 1004)"
707,How Trump reacted to Powells declaration of independence isnt known.,"(2, 1005)"
708,But it wasnt very long before he started criticizing the Fed again.,"(2, 1006)"
709,He also fastened on the idea of filling two vacancies on its board with Moore and Cain.,"(2, 1007)"
710,,"(2, 1008)"
711,Moore has been active in Republican politics for decades.,"(2, 1100)"
712,"A co-founder of the Club for Growth, a nonprofit that pushes for low taxes and spending cuts, he is now a fellow at the Heritage Foundation.","(2, 1101)"
713,But it isnt just Moores conservatism that his critics are focussing on.,"(2, 1102)"
714,"He has shown himself to be incompetent, Wolfers said.","(2, 1103)"
715,"His history of making simple errors of data, his forecasts, and his policy pronouncements have shown him to be among the least high-powered economists ever. Cain has a very different background.","(2, 1104)"
716,"From 1986 to 1996, he was the chief executive of Godfathers Pizza.","(2, 1105)"
717,"He also headed the National Restaurant Association for a time and served on the board of the Federal Reserve Bank of Kansas City, which is largely made up of prominent local businesspeople and doesnt have any policy role.","(2, 1106)"
718,,"(2, 1107)"
719,"Ironically, Moore and Cain have both expressed views on monetary policy that identified them as inflation hawksthe opposite of Trump.","(2, 1200)"
720,"Cain even advocated a return to the gold standard, the draconian monetary system that helped bring about the Great Depression.","(2, 1201)"
721,Its safe to assume that these views werent what got Trumps attention.,"(2, 1202)"
722,"Last year, Moore published a book hailing Trumps economic policies; in December, he called on Trump to fire Powell, and last month he penned an op-ed in the Wall Street Journal titled The Fed Is a Threat to Growth.","(2, 1203)"
723," Cain has been a less visible supporter of Trump, but in September he formed a new Super PAC, America Fighting Back, which says, on its home page, We must protect Donald Trump and his agenda from impeachment.","(2, 1204)"
724,"In announcing his intention to nominate Cain to the Fed, Trump called him a terrific man.","(2, 1205)"
725,,"(2, 1206)"
726,"Powell, who worked at the Treasury Department in the George H. W. Bush Administration and joined the board of the Fed in 2012, seems determined to protect the Feds independence.","(2, 1000)"
727,"In January, the Fed indicated that it wouldnt raise interest rates again for the foreseeable future.","(2, 1001)"
728,"In explaining this about-turn, Powell had pointed to a slowing economy and quiescent inflation.","(2, 1002)"
729,"A week later, he and the Feds vice-chairman, Richard Clarida, an economist at Columbia University, were invited to dine at the White House with Trump and Steve Mnuchin, the Treasury Secretary.","(2, 1003)"
730,"Evidently concerned that the sight of Powell meeting with Trump might create the impression that the Fed had buckled, the bank issued an unusual statement immediately after the dinner, in which it said that Powell told the President that he and his colleagues would set monetary policy in order to support maximum employment and stable prices and will make those decisions based solely on careful, objective and non-political analysis.","(2, 1004)"
731,How Trump reacted to Powells declaration of independence isnt known.,"(2, 1005)"
732,But it wasnt very long before he started criticizing the Fed again.,"(2, 1006)"
733,He also fastened on the idea of filling two vacancies on its board with Moore and Cain.,"(2, 1007)"
734,,"(2, 1008)"
735,Moore has been active in Republican politics for decades.,"(2, 1100)"
736,"A co-founder of the Club for Growth, a nonprofit that pushes for low taxes and spending cuts, he is now a fellow at the Heritage Foundation.","(2, 1101)"
737,But it isnt just Moores conservatism that his critics are focussing on.,"(2, 1102)"
738,"He has shown himself to be incompetent, Wolfers said.","(2, 1103)"
739,"His history of making simple errors of data, his forecasts, and his policy pronouncements have shown him to be among the least high-powered economists ever. Cain has a very different background.","(2, 1104)"
740,"From 1986 to 1996, he was the chief executive of Godfathers Pizza.","(2, 1105)"
741,"He also headed the National Restaurant Association for a time and served on the board of the Federal Reserve Bank of Kansas City, which is largely made up of prominent local businesspeople and doesnt have any policy role.","(2, 1106)"
742,,"(2, 1107)"
743,"Ironically, Moore and Cain have both expressed views on monetary policy that identified them as inflation hawksthe opposite of Trump.","(2, 1200)"
744,"Cain even advocated a return to the gold standard, the draconian monetary system that helped bring about the Great Depression.","(2, 1201)"
745,Its safe to assume that these views werent what got Trumps attention.,"(2, 1202)"
746,"Last year, Moore published a book hailing Trumps economic policies; in December, he called on Trump to fire Powell, and last month he penned an op-ed in the Wall Street Journal titled The Fed Is a Threat to Growth.","(2, 1203)"
747," Cain has been a less visible supporter of Trump, but in September he formed a new Super PAC, America Fighting Back, which says, on its home page, We must protect Donald Trump and his agenda from impeachment.","(2, 1204)"
748,"In announcing his intention to nominate Cain to the Fed, Trump called him a terrific man.","(2, 1205)"
749,,"(2, 1206)"
750,"Powell, who worked at the Treasury Department in the George H. W. Bush Administration and joined the board of the Fed in 2012, seems determined to protect the Feds independence.","(2, 1000)"
751,"In January, the Fed indicated that it wouldnt raise interest rates again for the foreseeable future.","(2, 1001)"
752,"In explaining this about-turn, Powell had pointed to a slowing economy and quiescent inflation.","(2, 1002)"
753,"A week later, he and the Feds vice-chairman, Richard Clarida, an economist at Columbia University, were invited to dine at the White House with Trump and Steve Mnuchin, the Treasury Secretary.","(2, 1003)"
754,"Evidently concerned that the sight of Powell meeting with Trump might create the impression that the Fed had buckled, the bank issued an unusual statement immediately after the dinner, in which it said that Powell told the President that he and his colleagues would set monetary policy in order to support maximum employment and stable prices and will make those decisions based solely on careful, objective and non-political analysis.","(2, 1004)"
755,How Trump reacted to Powells declaration of independence isnt known.,"(2, 1005)"
756,But it wasnt very long before he started criticizing the Fed again.,"(2, 1006)"
757,He also fastened on the idea of filling two vacancies on its board with Moore and Cain.,"(2, 1007)"
758,,"(2, 1008)"
759,Moore has been active in Republican politics for decades.,"(2, 1100)"
760,"A co-founder of the Club for Growth, a nonprofit that pushes for low taxes and spending cuts, he is now a fellow at the Heritage Foundation.","(2, 1101)"
761,But it isnt just Moores conservatism that his critics are focussing on.,"(2, 1102)"
762,"He has shown himself to be incompetent, Wolfers said.","(2, 1103)"
763,"His history of making simple errors of data, his forecasts, and his policy pronouncements have shown him to be among the least high-powered economists ever. Cain has a very different background.","(2, 1104)"
764,"From 1986 to 1996, he was the chief executive of Godfathers Pizza.","(2, 1105)"
765,"He also headed the National Restaurant Association for a time and served on the board of the Federal Reserve Bank of Kansas City, which is largely made up of prominent local businesspeople and doesnt have any policy role.","(2, 1106)"
766,,"(2, 1107)"
767,"Ironically, Moore and Cain have both expressed views on monetary policy that identified them as inflation hawksthe opposite of Trump.","(2, 1200)"
768,"Cain even advocated a return to the gold standard, the draconian monetary system that helped bring about the Great Depression.","(2, 1201)"
769,Its safe to assume that these views werent what got Trumps attention.,"(2, 1202)"
770,"Last year, Moore published a book hailing Trumps economic policies; in December, he called on Trump to fire Powell, and last month he penned an op-ed in the Wall Street Journal titled The Fed Is a Threat to Growth.","(2, 1203)"
771," Cain has been a less visible supporter of Trump, but in September he formed a new Super PAC, America Fighting Back, which says, on its home page, We must protect Donald Trump and his agenda from impeachment.","(2, 1204)"
772,"In announcing his intention to nominate Cain to the Fed, Trump called him a terrific man.","(2, 1205)"
773,,"(2, 1206)"
774,"Powell, who worked at the Treasury Department in the George H. W. Bush Administration and joined the board of the Fed in 2012, seems determined to protect the Feds independence.","(2, 1000)"
775,"In January, the Fed indicated that it wouldnt raise interest rates again for the foreseeable future.","(2, 1001)"
776,"In explaining this about-turn, Powell had pointed to a slowing economy and quiescent inflation.","(2, 1002)"
777,"A week later, he and the Feds vice-chairman, Richard Clarida, an economist at Columbia University, were invited to dine at the White House with Trump and Steve Mnuchin, the Treasury Secretary.","(2, 1003)"
778,"Evidently concerned that the sight of Powell meeting with Trump might create the impression that the Fed had buckled, the bank issued an unusual statement immediately after the dinner, in which it said that Powell told the President that he and his colleagues would set monetary policy in order to support maximum employment and stable prices and will make those decisions based solely on careful, objective and non-political analysis.","(2, 1004)"
779,How Trump reacted to Powells declaration of independence isnt known.,"(2, 1005)"
780,But it wasnt very long before he started criticizing the Fed again.,"(2, 1006)"
781,He also fastened on the idea of filling two vacancies on its board with Moore and Cain.,"(2, 1007)"
782,,"(2, 1008)"
783,Moore has been active in Republican politics for decades.,"(2, 1100)"
784,"A co-founder of the Club for Growth, a nonprofit that pushes for low taxes and spending cuts, he is now a fellow at the Heritage Foundation.","(2, 1101)"
785,But it isnt just Moores conservatism that his critics are focussing on.,"(2, 1102)"
786,"He has shown himself to be incompetent, Wolfers said.","(2, 1103)"
787,"His history of making simple errors of data, his forecasts, and his policy pronouncements have shown him to be among the least high-powered economists ever. Cain has a very different background.","(2, 1104)"
788,"From 1986 to 1996, he was the chief executive of Godfathers Pizza.","(2, 1105)"
789,"He also headed the National Restaurant Association for a time and served on the board of the Federal Reserve Bank of Kansas City, which is largely made up of prominent local businesspeople and doesnt have any policy role.","(2, 1106)"
790,,"(2, 1107)"
791,"Ironically, Moore and Cain have both expressed views on monetary policy that identified them as inflation hawksthe opposite of Trump.","(2, 1200)"
792,"Cain even advocated a return to the gold standard, the draconian monetary system that helped bring about the Great Depression.","(2, 1201)"
793,Its safe to assume that these views werent what got Trumps attention.,"(2, 1202)"
794,"Last year, Moore published a book hailing Trumps economic policies; in December, he called on Trump to fire Powell, and last month he penned an op-ed in the Wall Street Journal titled The Fed Is a Threat to Growth.","(2, 1203)"
795," Cain has been a less visible supporter of Trump, but in September he formed a new Super PAC, America Fighting Back, which says, on its home page, We must protect Donald Trump and his agenda from impeachment.","(2, 1204)"
796,"In announcing his intention to nominate Cain to the Fed, Trump called him a terrific man.","(2, 1205)"
797,,"(2, 1206)"
798,What is going on is perfectly clear.,"(2, 1300)"
799,"There is another Presidential election on the horizon, the Trump-G.O.P.","(2, 1301)"
800,"stimulus is running down, and economic growth is slowing.","(2, 1302)"
801,"With the Democrats controlling the House of Representatives, Trump knows that he cant rely on Congress to juice the economy again going into 2020.","(2, 1303)"
802,"So he is trying to bully the Fed into doing the job, regardless of the longer-term consequences.","(2, 1304)"
803,,"(2, 1305)"
804,Its far from clear that this effort will succeed.,"(2, 1400)"
805,"Even if the Republican-controlled Senate did confirm Moore and Cain to the Feds board, they would only have two votes out of twelve on the F.O.M.C.","(2, 1401)"
806,: Powell and his allies could easily outvote them.,"(2, 1402)"
807,But that might not be the end of it.,"(2, 1403)"
808,"The danger is that Mr Trump is preparing to remove Mr Powell himself, in spite of having appointed him, the Financial Times editorial pointed out.","(2, 1404)"
809,Such a move would be challenged in the courts.,"(2, 1405)"
810,"But there is no guarantee Mr Trump would be overturned, given how effectively he has jammed supportive judges into the system.","(2, 1406)"
811,That would take the US Fed into uncharted waters.,"(2, 1407)"
812,,"(2, 1408)"
813,Not just the Fedthe entire U.S. system of government.,"(2, 1500)"
814,"The biggest danger of a Trump Presidency has always been that it would undermine some of the countrys key institutions, such as Congress, the courts, and independent government agencies.","(2, 1501)"
815,"So far, the system haswith some notable exceptionsstood up reasonably well under the Trumpian assault.","(2, 1502)"
816,But the game isnt over yet.,"(2, 1503)"
817,"In an effort to concentrate power in his own hands, Trump will continue to push things as far as he can and to appoint as many lackeys as he can.","(2, 1504)"
818,The attack on the Fed is part of a larger pattern.,"(2, 1505)"
819,"That is why the stakes are so high, and why Trump must be stopped.","(2, 1506)"
820,,"(2, 1507)"
821,What is going on is perfectly clear.,"(2, 1300)"
822,"There is another Presidential election on the horizon, the Trump-G.O.P.","(2, 1301)"
823,"stimulus is running down, and economic growth is slowing.","(2, 1302)"
824,"With the Democrats controlling the House of Representatives, Trump knows that he cant rely on Congress to juice the economy again going into 2020.","(2, 1303)"
825,"So he is trying to bully the Fed into doing the job, regardless of the longer-term consequences.","(2, 1304)"
826,,"(2, 1305)"
827,Its far from clear that this effort will succeed.,"(2, 1400)"
828,"Even if the Republican-controlled Senate did confirm Moore and Cain to the Feds board, they would only have two votes out of twelve on the F.O.M.C.","(2, 1401)"
829,: Powell and his allies could easily outvote them.,"(2, 1402)"
830,But that might not be the end of it.,"(2, 1403)"
831,"The danger is that Mr Trump is preparing to remove Mr Powell himself, in spite of having appointed him, the Financial Times editorial pointed out.","(2, 1404)"
832,Such a move would be challenged in the courts.,"(2, 1405)"
833,"But there is no guarantee Mr Trump would be overturned, given how effectively he has jammed supportive judges into the system.","(2, 1406)"
834,That would take the US Fed into uncharted waters.,"(2, 1407)"
835,,"(2, 1408)"
836,Not just the Fedthe entire U.S. system of government.,"(2, 1500)"
837,"The biggest danger of a Trump Presidency has always been that it would undermine some of the countrys key institutions, such as Congress, the courts, and independent government agencies.","(2, 1501)"
838,"So far, the system haswith some notable exceptionsstood up reasonably well under the Trumpian assault.","(2, 1502)"
839,But the game isnt over yet.,"(2, 1503)"
840,"In an effort to concentrate power in his own hands, Trump will continue to push things as far as he can and to appoint as many lackeys as he can.","(2, 1504)"
841,The attack on the Fed is part of a larger pattern.,"(2, 1505)"
842,"That is why the stakes are so high, and why Trump must be stopped.","(2, 1506)"
843,,"(2, 1507)"
844,What is going on is perfectly clear.,"(2, 1300)"
845,"There is another Presidential election on the horizon, the Trump-G.O.P.","(2, 1301)"
846,"stimulus is running down, and economic growth is slowing.","(2, 1302)"
847,"With the Democrats controlling the House of Representatives, Trump knows that he cant rely on Congress to juice the economy again going into 2020.","(2, 1303)"
848,"So he is trying to bully the Fed into doing the job, regardless of the longer-term consequences.","(2, 1304)"
849,,"(2, 1305)"
850,Its far from clear that this effort will succeed.,"(2, 1400)"
851,"Even if the Republican-controlled Senate did confirm Moore and Cain to the Feds board, they would only have two votes out of twelve on the F.O.M.C.","(2, 1401)"
852,: Powell and his allies could easily outvote them.,"(2, 1402)"
853,But that might not be the end of it.,"(2, 1403)"
