,sentence,sentence_id
967,"In an effort to concentrate power in his own hands, Trump will continue to push things as far as he can and to appoint as many lackeys as he can.","(2, 1504)"
968,The attack on the Fed is part of a larger pattern.,"(2, 1505)"
969,"That is why the stakes are so high, and why Trump must be stopped.","(2, 1506)"
970,,"(2, 1507)"
971,"If the final polls on the Israeli election are to be believedby law, there will be no more revealed before the voting begins, on Tuesday morningthings are looking better for Prime Minister Benjamin Netanyahus Likud Party than for Blue and White, the new centrist party led by the former military Chief of Staff Benny Gantz.","(3, 100)"
972,"The two continue to run neck and neck in the race for a plurality in the Knessetwith about thirty seats each, out of a total of a hundred and twenty.","(3, 101)"
973,"But both are running with a bloc of smaller parties, and Netanyahus bloc seems more likely than Gantzs to win a sixty-one-seat Knesset majority.","(3, 102)"
974,,"(3, 103)"
975,The President typically bestows a mandate to form a government on the leader of the party that wins a pluralityexcept in cases where a bloc of parties led by someone else wins a clear majority.,"(3, 200)"
976,"That is how Netanyahu won in 2009, and its why the polls still favor him.","(3, 201)"
977,"A majority of voters are now either hoping that he will remain in office, or are bracing for it.","(3, 202)"
978,"In a recent Channel 12 poll, fifty-eight per cent of respondents said that Netanyahu will be the next Prime Minister.","(3, 203)"
979,But only thirty-six per cent wanted him to be.,"(3, 204)"
980,,"(3, 205)"
981,"Given the quirks of the Israeli electoral system, though, the polls may prove misleading.","(3, 300)"
982,"The margin of error is around four per cent, which means that it may be impossible to divine the fates of the all-important smaller parties.","(3, 301)"
983,Each must win three and a quarter per cent of the total vote in order to enter the Knesset; a vote for a party that does not clear that threshold is simply wasted.,"(3, 302)"
984,"Fully seven partiestwo in Gantzs potential bloc, five in Netanyahushave been polling close to extinction at various points in the campaign.","(3, 303)"
985,"Moreover, according to an April 2nd poll, more than eight per cent of voters are still undecided.","(3, 304)"
986,,"(3, 305)"
987,"If the final polls on the Israeli election are to be believedby law, there will be no more revealed before the voting begins, on Tuesday morningthings are looking better for Prime Minister Benjamin Netanyahus Likud Party than for Blue and White, the new centrist party led by the former military Chief of Staff Benny Gantz.","(3, 100)"
988,"The two continue to run neck and neck in the race for a plurality in the Knessetwith about thirty seats each, out of a total of a hundred and twenty.","(3, 101)"
989,"But both are running with a bloc of smaller parties, and Netanyahus bloc seems more likely than Gantzs to win a sixty-one-seat Knesset majority.","(3, 102)"
990,,"(3, 103)"
991,The President typically bestows a mandate to form a government on the leader of the party that wins a pluralityexcept in cases where a bloc of parties led by someone else wins a clear majority.,"(3, 200)"
992,"That is how Netanyahu won in 2009, and its why the polls still favor him.","(3, 201)"
993,"A majority of voters are now either hoping that he will remain in office, or are bracing for it.","(3, 202)"
994,"In a recent Channel 12 poll, fifty-eight per cent of respondents said that Netanyahu will be the next Prime Minister.","(3, 203)"
995,But only thirty-six per cent wanted him to be.,"(3, 204)"
996,,"(3, 205)"
997,"Given the quirks of the Israeli electoral system, though, the polls may prove misleading.","(3, 300)"
998,"The margin of error is around four per cent, which means that it may be impossible to divine the fates of the all-important smaller parties.","(3, 301)"
999,Each must win three and a quarter per cent of the total vote in order to enter the Knesset; a vote for a party that does not clear that threshold is simply wasted.,"(3, 302)"
1000,"Fully seven partiestwo in Gantzs potential bloc, five in Netanyahushave been polling close to extinction at various points in the campaign.","(3, 303)"
1001,"Moreover, according to an April 2nd poll, more than eight per cent of voters are still undecided.","(3, 304)"
1002,,"(3, 305)"
1003,"If the final polls on the Israeli election are to be believedby law, there will be no more revealed before the voting begins, on Tuesday morningthings are looking better for Prime Minister Benjamin Netanyahus Likud Party than for Blue and White, the new centrist party led by the former military Chief of Staff Benny Gantz.","(3, 100)"
1004,"The two continue to run neck and neck in the race for a plurality in the Knessetwith about thirty seats each, out of a total of a hundred and twenty.","(3, 101)"
1005,"But both are running with a bloc of smaller parties, and Netanyahus bloc seems more likely than Gantzs to win a sixty-one-seat Knesset majority.","(3, 102)"
1006,,"(3, 103)"
1007,The President typically bestows a mandate to form a government on the leader of the party that wins a pluralityexcept in cases where a bloc of parties led by someone else wins a clear majority.,"(3, 200)"
1008,"That is how Netanyahu won in 2009, and its why the polls still favor him.","(3, 201)"
1009,"A majority of voters are now either hoping that he will remain in office, or are bracing for it.","(3, 202)"
1010,"In a recent Channel 12 poll, fifty-eight per cent of respondents said that Netanyahu will be the next Prime Minister.","(3, 203)"
1011,But only thirty-six per cent wanted him to be.,"(3, 204)"
1012,,"(3, 205)"
1013,"Given the quirks of the Israeli electoral system, though, the polls may prove misleading.","(3, 300)"
1014,"The margin of error is around four per cent, which means that it may be impossible to divine the fates of the all-important smaller parties.","(3, 301)"
1015,Each must win three and a quarter per cent of the total vote in order to enter the Knesset; a vote for a party that does not clear that threshold is simply wasted.,"(3, 302)"
1016,"Fully seven partiestwo in Gantzs potential bloc, five in Netanyahushave been polling close to extinction at various points in the campaign.","(3, 303)"
1017,"Moreover, according to an April 2nd poll, more than eight per cent of voters are still undecided.","(3, 304)"
1018,,"(3, 305)"
1019,"If the final polls on the Israeli election are to be believedby law, there will be no more revealed before the voting begins, on Tuesday morningthings are looking better for Prime Minister Benjamin Netanyahus Likud Party than for Blue and White, the new centrist party led by the former military Chief of Staff Benny Gantz.","(3, 100)"
1020,"The two continue to run neck and neck in the race for a plurality in the Knessetwith about thirty seats each, out of a total of a hundred and twenty.","(3, 101)"
1021,"But both are running with a bloc of smaller parties, and Netanyahus bloc seems more likely than Gantzs to win a sixty-one-seat Knesset majority.","(3, 102)"
1022,,"(3, 103)"
1023,The President typically bestows a mandate to form a government on the leader of the party that wins a pluralityexcept in cases where a bloc of parties led by someone else wins a clear majority.,"(3, 200)"
1024,"That is how Netanyahu won in 2009, and its why the polls still favor him.","(3, 201)"
1025,"A majority of voters are now either hoping that he will remain in office, or are bracing for it.","(3, 202)"
1026,"In a recent Channel 12 poll, fifty-eight per cent of respondents said that Netanyahu will be the next Prime Minister.","(3, 203)"
1027,But only thirty-six per cent wanted him to be.,"(3, 204)"
1028,,"(3, 205)"
1029,"Given the quirks of the Israeli electoral system, though, the polls may prove misleading.","(3, 300)"
1030,"The margin of error is around four per cent, which means that it may be impossible to divine the fates of the all-important smaller parties.","(3, 301)"
1031,Each must win three and a quarter per cent of the total vote in order to enter the Knesset; a vote for a party that does not clear that threshold is simply wasted.,"(3, 302)"
1032,"Fully seven partiestwo in Gantzs potential bloc, five in Netanyahushave been polling close to extinction at various points in the campaign.","(3, 303)"
1033,"Moreover, according to an April 2nd poll, more than eight per cent of voters are still undecided.","(3, 304)"
1034,,"(3, 305)"
1035,"If the final polls on the Israeli election are to be believedby law, there will be no more revealed before the voting begins, on Tuesday morningthings are looking better for Prime Minister Benjamin Netanyahus Likud Party than for Blue and White, the new centrist party led by the former military Chief of Staff Benny Gantz.","(3, 100)"
1036,"The two continue to run neck and neck in the race for a plurality in the Knessetwith about thirty seats each, out of a total of a hundred and twenty.","(3, 101)"
1037,"But both are running with a bloc of smaller parties, and Netanyahus bloc seems more likely than Gantzs to win a sixty-one-seat Knesset majority.","(3, 102)"
1038,,"(3, 103)"
1039,The President typically bestows a mandate to form a government on the leader of the party that wins a pluralityexcept in cases where a bloc of parties led by someone else wins a clear majority.,"(3, 200)"
1040,"That is how Netanyahu won in 2009, and its why the polls still favor him.","(3, 201)"
1041,"A majority of voters are now either hoping that he will remain in office, or are bracing for it.","(3, 202)"
1042,"In a recent Channel 12 poll, fifty-eight per cent of respondents said that Netanyahu will be the next Prime Minister.","(3, 203)"
1043,But only thirty-six per cent wanted him to be.,"(3, 204)"
1044,,"(3, 205)"
1045,"Given the quirks of the Israeli electoral system, though, the polls may prove misleading.","(3, 300)"
1046,"The margin of error is around four per cent, which means that it may be impossible to divine the fates of the all-important smaller parties.","(3, 301)"
1047,Each must win three and a quarter per cent of the total vote in order to enter the Knesset; a vote for a party that does not clear that threshold is simply wasted.,"(3, 302)"
1048,"Fully seven partiestwo in Gantzs potential bloc, five in Netanyahushave been polling close to extinction at various points in the campaign.","(3, 303)"
1049,"Moreover, according to an April 2nd poll, more than eight per cent of voters are still undecided.","(3, 304)"
1050,,"(3, 305)"
1051,"If the final polls on the Israeli election are to be believedby law, there will be no more revealed before the voting begins, on Tuesday morningthings are looking better for Prime Minister Benjamin Netanyahus Likud Party than for Blue and White, the new centrist party led by the former military Chief of Staff Benny Gantz.","(3, 100)"
1052,"The two continue to run neck and neck in the race for a plurality in the Knessetwith about thirty seats each, out of a total of a hundred and twenty.","(3, 101)"
1053,"But both are running with a bloc of smaller parties, and Netanyahus bloc seems more likely than Gantzs to win a sixty-one-seat Knesset majority.","(3, 102)"
1054,,"(3, 103)"
1055,The President typically bestows a mandate to form a government on the leader of the party that wins a pluralityexcept in cases where a bloc of parties led by someone else wins a clear majority.,"(3, 200)"
1056,"That is how Netanyahu won in 2009, and its why the polls still favor him.","(3, 201)"
1057,"A majority of voters are now either hoping that he will remain in office, or are bracing for it.","(3, 202)"
1058,"In a recent Channel 12 poll, fifty-eight per cent of respondents said that Netanyahu will be the next Prime Minister.","(3, 203)"
1059,But only thirty-six per cent wanted him to be.,"(3, 204)"
1060,,"(3, 205)"
1061,"Given the quirks of the Israeli electoral system, though, the polls may prove misleading.","(3, 300)"
1062,"The margin of error is around four per cent, which means that it may be impossible to divine the fates of the all-important smaller parties.","(3, 301)"
1063,Each must win three and a quarter per cent of the total vote in order to enter the Knesset; a vote for a party that does not clear that threshold is simply wasted.,"(3, 302)"
1064,"Fully seven partiestwo in Gantzs potential bloc, five in Netanyahushave been polling close to extinction at various points in the campaign.","(3, 303)"
1065,"Moreover, according to an April 2nd poll, more than eight per cent of voters are still undecided.","(3, 304)"
1066,,"(3, 305)"
1067,So Gantzs bloc could squeak out a win.,"(3, 400)"
1068,Or Netanyahus could win in a landslide.,"(3, 401)"
1069,"Or either leader could win a plurality for his party, but not a majority for his bloc.","(3, 402)"
1070,"In fact, the polls reveal little about the serious difficulties that either of them, even with a clear win, will face in forming a government.","(3, 403)"
1071,Consider the head-spinning possibilities:,"(3, 404)"
1072,,"(3, 405)"
1073,Gantz wins outrightand his problems begin.,"(3, 500)"
1074,"For Blue and White to win a plurality, a significant number of secular, formerly right-of-center voters will have to support it.","(3, 501)"
1075,So will a significant number of young first-time voters.,"(3, 502)"
1076,"This is a tall order: to most Israelis, the business sector seems strong, as does the deterrence of enemies, and Netanyahu gets credit for both.","(3, 503)"
1077,So even young Israelis tend to skew right.,"(3, 504)"
1078,"A poll conducted by the Israel Democracy Institute shows that among Israelis aged sixty-five and older, Gantz beats Netanyahu fifty-three per cent to thirty-five; among voters aged eighteen to twenty-four, Netanyahu beats Gantz sixty-five per cent to seventeen.","(3, 505)"
1079,,"(3, 506)"
1080,"Gantz and his allies have been courting these secular, security-minded voters, promising to provide a hard line on securitythree of the four senior leaders of Blue and White are former generalsand that he will form a government only with Zionist (read: non-Arab) parties.","(3, 600)"
1081,"He is also stressing the importance of the rule of law, warning of Netanyahus alliance with messianists and proto-fascist followers of the late Rabbi Meir Kahaneof the danger that Netanyahu is turning Israel into an authoritarian theocracy, as Recep Tayyip Erdogan has done in Turkeyand promising to force ultra-Orthodox Haredi schools, which focus on religious studies, to also teach such basic subjects as math and English.","(3, 601)"
1082,"He is presenting himself as a return to an eclipsed, progressive Israeliness.","(3, 602)"
1083,,"(3, 603)"
1084,So Gantzs bloc could squeak out a win.,"(3, 400)"
1085,Or Netanyahus could win in a landslide.,"(3, 401)"
1086,"Or either leader could win a plurality for his party, but not a majority for his bloc.","(3, 402)"
1087,"In fact, the polls reveal little about the serious difficulties that either of them, even with a clear win, will face in forming a government.","(3, 403)"
1088,Consider the head-spinning possibilities:,"(3, 404)"
1089,,"(3, 405)"
1090,Gantz wins outrightand his problems begin.,"(3, 500)"
1091,"For Blue and White to win a plurality, a significant number of secular, formerly right-of-center voters will have to support it.","(3, 501)"
1092,So will a significant number of young first-time voters.,"(3, 502)"
1093,"This is a tall order: to most Israelis, the business sector seems strong, as does the deterrence of enemies, and Netanyahu gets credit for both.","(3, 503)"
1094,So even young Israelis tend to skew right.,"(3, 504)"
1095,"A poll conducted by the Israel Democracy Institute shows that among Israelis aged sixty-five and older, Gantz beats Netanyahu fifty-three per cent to thirty-five; among voters aged eighteen to twenty-four, Netanyahu beats Gantz sixty-five per cent to seventeen.","(3, 505)"
1096,,"(3, 506)"
1097,"Gantz and his allies have been courting these secular, security-minded voters, promising to provide a hard line on securitythree of the four senior leaders of Blue and White are former generalsand that he will form a government only with Zionist (read: non-Arab) parties.","(3, 600)"
1098,"He is also stressing the importance of the rule of law, warning of Netanyahus alliance with messianists and proto-fascist followers of the late Rabbi Meir Kahaneof the danger that Netanyahu is turning Israel into an authoritarian theocracy, as Recep Tayyip Erdogan has done in Turkeyand promising to force ultra-Orthodox Haredi schools, which focus on religious studies, to also teach such basic subjects as math and English.","(3, 601)"
1099,"He is presenting himself as a return to an eclipsed, progressive Israeliness.","(3, 602)"
1100,,"(3, 603)"
1101,So Gantzs bloc could squeak out a win.,"(3, 400)"
1102,Or Netanyahus could win in a landslide.,"(3, 401)"
1103,"Or either leader could win a plurality for his party, but not a majority for his bloc.","(3, 402)"
1104,"In fact, the polls reveal little about the serious difficulties that either of them, even with a clear win, will face in forming a government.","(3, 403)"
1105,Consider the head-spinning possibilities:,"(3, 404)"
1106,,"(3, 405)"
1107,Gantz wins outrightand his problems begin.,"(3, 500)"
1108,"For Blue and White to win a plurality, a significant number of secular, formerly right-of-center voters will have to support it.","(3, 501)"
1109,So will a significant number of young first-time voters.,"(3, 502)"
1110,"This is a tall order: to most Israelis, the business sector seems strong, as does the deterrence of enemies, and Netanyahu gets credit for both.","(3, 503)"
1111,So even young Israelis tend to skew right.,"(3, 504)"
1112,"A poll conducted by the Israel Democracy Institute shows that among Israelis aged sixty-five and older, Gantz beats Netanyahu fifty-three per cent to thirty-five; among voters aged eighteen to twenty-four, Netanyahu beats Gantz sixty-five per cent to seventeen.","(3, 505)"
1113,,"(3, 506)"
1114,"Gantz and his allies have been courting these secular, security-minded voters, promising to provide a hard line on securitythree of the four senior leaders of Blue and White are former generalsand that he will form a government only with Zionist (read: non-Arab) parties.","(3, 600)"
1115,"He is also stressing the importance of the rule of law, warning of Netanyahus alliance with messianists and proto-fascist followers of the late Rabbi Meir Kahaneof the danger that Netanyahu is turning Israel into an authoritarian theocracy, as Recep Tayyip Erdogan has done in Turkeyand promising to force ultra-Orthodox Haredi schools, which focus on religious studies, to also teach such basic subjects as math and English.","(3, 601)"
1116,"He is presenting himself as a return to an eclipsed, progressive Israeliness.","(3, 602)"
1117,,"(3, 603)"
1118,So Gantzs bloc could squeak out a win.,"(3, 400)"
1119,Or Netanyahus could win in a landslide.,"(3, 401)"
1120,"Or either leader could win a plurality for his party, but not a majority for his bloc.","(3, 402)"
1121,"In fact, the polls reveal little about the serious difficulties that either of them, even with a clear win, will face in forming a government.","(3, 403)"
1122,Consider the head-spinning possibilities:,"(3, 404)"
1123,,"(3, 405)"
1124,Gantz wins outrightand his problems begin.,"(3, 500)"
1125,"For Blue and White to win a plurality, a significant number of secular, formerly right-of-center voters will have to support it.","(3, 501)"
1126,So will a significant number of young first-time voters.,"(3, 502)"
1127,"This is a tall order: to most Israelis, the business sector seems strong, as does the deterrence of enemies, and Netanyahu gets credit for both.","(3, 503)"
1128,So even young Israelis tend to skew right.,"(3, 504)"
1129,"A poll conducted by the Israel Democracy Institute shows that among Israelis aged sixty-five and older, Gantz beats Netanyahu fifty-three per cent to thirty-five; among voters aged eighteen to twenty-four, Netanyahu beats Gantz sixty-five per cent to seventeen.","(3, 505)"
1130,,"(3, 506)"
1131,"Gantz and his allies have been courting these secular, security-minded voters, promising to provide a hard line on securitythree of the four senior leaders of Blue and White are former generalsand that he will form a government only with Zionist (read: non-Arab) parties.","(3, 600)"
1132,"He is also stressing the importance of the rule of law, warning of Netanyahus alliance with messianists and proto-fascist followers of the late Rabbi Meir Kahaneof the danger that Netanyahu is turning Israel into an authoritarian theocracy, as Recep Tayyip Erdogan has done in Turkeyand promising to force ultra-Orthodox Haredi schools, which focus on religious studies, to also teach such basic subjects as math and English.","(3, 601)"
1133,"He is presenting himself as a return to an eclipsed, progressive Israeliness.","(3, 602)"
1134,,"(3, 603)"
1135,So Gantzs bloc could squeak out a win.,"(3, 400)"
1136,Or Netanyahus could win in a landslide.,"(3, 401)"
1137,"Or either leader could win a plurality for his party, but not a majority for his bloc.","(3, 402)"
1138,"In fact, the polls reveal little about the serious difficulties that either of them, even with a clear win, will face in forming a government.","(3, 403)"
1139,Consider the head-spinning possibilities:,"(3, 404)"
1140,,"(3, 405)"
1141,Gantz wins outrightand his problems begin.,"(3, 500)"
1142,"For Blue and White to win a plurality, a significant number of secular, formerly right-of-center voters will have to support it.","(3, 501)"
1143,So will a significant number of young first-time voters.,"(3, 502)"
1144,"This is a tall order: to most Israelis, the business sector seems strong, as does the deterrence of enemies, and Netanyahu gets credit for both.","(3, 503)"
1145,So even young Israelis tend to skew right.,"(3, 504)"
1146,"A poll conducted by the Israel Democracy Institute shows that among Israelis aged sixty-five and older, Gantz beats Netanyahu fifty-three per cent to thirty-five; among voters aged eighteen to twenty-four, Netanyahu beats Gantz sixty-five per cent to seventeen.","(3, 505)"
1147,,"(3, 506)"
1148,"Gantz and his allies have been courting these secular, security-minded voters, promising to provide a hard line on securitythree of the four senior leaders of Blue and White are former generalsand that he will form a government only with Zionist (read: non-Arab) parties.","(3, 600)"
1149,"He is also stressing the importance of the rule of law, warning of Netanyahus alliance with messianists and proto-fascist followers of the late Rabbi Meir Kahaneof the danger that Netanyahu is turning Israel into an authoritarian theocracy, as Recep Tayyip Erdogan has done in Turkeyand promising to force ultra-Orthodox Haredi schools, which focus on religious studies, to also teach such basic subjects as math and English.","(3, 601)"
1150,"He is presenting himself as a return to an eclipsed, progressive Israeliness.","(3, 602)"
1151,,"(3, 603)"
1152,So Gantzs bloc could squeak out a win.,"(3, 400)"
1153,Or Netanyahus could win in a landslide.,"(3, 401)"
1154,"Or either leader could win a plurality for his party, but not a majority for his bloc.","(3, 402)"
1155,"In fact, the polls reveal little about the serious difficulties that either of them, even with a clear win, will face in forming a government.","(3, 403)"
1156,Consider the head-spinning possibilities:,"(3, 404)"
1157,,"(3, 405)"
1158,Gantz wins outrightand his problems begin.,"(3, 500)"
1159,"For Blue and White to win a plurality, a significant number of secular, formerly right-of-center voters will have to support it.","(3, 501)"
1160,So will a significant number of young first-time voters.,"(3, 502)"
1161,"This is a tall order: to most Israelis, the business sector seems strong, as does the deterrence of enemies, and Netanyahu gets credit for both.","(3, 503)"
1162,So even young Israelis tend to skew right.,"(3, 504)"
1163,"A poll conducted by the Israel Democracy Institute shows that among Israelis aged sixty-five and older, Gantz beats Netanyahu fifty-three per cent to thirty-five; among voters aged eighteen to twenty-four, Netanyahu beats Gantz sixty-five per cent to seventeen.","(3, 505)"
1164,,"(3, 506)"
1165,"Gantz and his allies have been courting these secular, security-minded voters, promising to provide a hard line on securitythree of the four senior leaders of Blue and White are former generalsand that he will form a government only with Zionist (read: non-Arab) parties.","(3, 600)"
1166,"He is also stressing the importance of the rule of law, warning of Netanyahus alliance with messianists and proto-fascist followers of the late Rabbi Meir Kahaneof the danger that Netanyahu is turning Israel into an authoritarian theocracy, as Recep Tayyip Erdogan has done in Turkeyand promising to force ultra-Orthodox Haredi schools, which focus on religious studies, to also teach such basic subjects as math and English.","(3, 601)"
1167,"He is presenting himself as a return to an eclipsed, progressive Israeliness.","(3, 602)"
1168,,"(3, 603)"
1169,So Gantzs bloc could squeak out a win.,"(3, 400)"
1170,Or Netanyahus could win in a landslide.,"(3, 401)"
1171,"Or either leader could win a plurality for his party, but not a majority for his bloc.","(3, 402)"
1172,"In fact, the polls reveal little about the serious difficulties that either of them, even with a clear win, will face in forming a government.","(3, 403)"
1173,Consider the head-spinning possibilities:,"(3, 404)"
1174,,"(3, 405)"
1175,Gantz wins outrightand his problems begin.,"(3, 500)"
1176,"For Blue and White to win a plurality, a significant number of secular, formerly right-of-center voters will have to support it.","(3, 501)"
1177,So will a significant number of young first-time voters.,"(3, 502)"
1178,"This is a tall order: to most Israelis, the business sector seems strong, as does the deterrence of enemies, and Netanyahu gets credit for both.","(3, 503)"
1179,So even young Israelis tend to skew right.,"(3, 504)"
1180,"A poll conducted by the Israel Democracy Institute shows that among Israelis aged sixty-five and older, Gantz beats Netanyahu fifty-three per cent to thirty-five; among voters aged eighteen to twenty-four, Netanyahu beats Gantz sixty-five per cent to seventeen.","(3, 505)"
1181,,"(3, 506)"
1182,"Gantz and his allies have been courting these secular, security-minded voters, promising to provide a hard line on securitythree of the four senior leaders of Blue and White are former generalsand that he will form a government only with Zionist (read: non-Arab) parties.","(3, 600)"
1183,"He is also stressing the importance of the rule of law, warning of Netanyahus alliance with messianists and proto-fascist followers of the late Rabbi Meir Kahaneof the danger that Netanyahu is turning Israel into an authoritarian theocracy, as Recep Tayyip Erdogan has done in Turkeyand promising to force ultra-Orthodox Haredi schools, which focus on religious studies, to also teach such basic subjects as math and English.","(3, 601)"
1184,"He is presenting himself as a return to an eclipsed, progressive Israeliness.","(3, 602)"
1185,,"(3, 603)"
1186,Gantz seems to be counting on eating his Zionist cake while depending on those who would not have it.,"(3, 1000)"
1187,"(One Arab party, Hadash-Taal, has already announced that it will support him.)","(3, 1001)"
1188,"If the rightist parties decide not to join him, he would have to form a minority government with Labor and Meretz, with the Arab members of Knesset provisionally voting with them from the back benches.","(3, 1002)"
1189,"(This was the arrangement that Yitzhak Rabin lived with during the Oslo process, before he was assassinated by a rightist zealot.)","(3, 1003)"
1190,"Gantzs senior ally at the head of Blue and White, Yair Lapid, has dismissed this prospect out of hand.","(3, 1004)"
1191,"But the party may have no other choice, except to find some kind accommodation with the Likud, about which more pr","(3, 1005)"
1192,,"(3, 1006)"
1193,Netanyahu wins outrightand saves himself.,"(3, 1100)"
1194,Netanyahu is facing indictments.,"(3, 1101)"
1195,The fact that his bloc is still in the lead is a tribute to his campaignand to his desperation.,"(3, 1102)"
1196,He seems to have grasped that swing voters have been looking not for sophisticated policy initiatives or democratic scruples but toughness.,"(3, 1103)"
1197,"Opponents with a comparatively stronger military background, particularly Blue and Whites generals, could have been a problem; so Netanyahus campaign has used social media, aided by timely leaks, to warp Gantzs record, depicting him as indecisive, weak, possibly compromised by a hacked phoneand, in any case, beholden to Arab voters.","(3, 1104)"
1198,"(An Israeli watchdog group has uncovered a network of hundreds of social-media accounts, many of them fake, used to smear Netanyahus opponents.)","(3, 1105)"
1199,,"(3, 1106)"
1200,"Netanyahu has meanwhile flaunted his personal relationships with Donald Trump, who, in effect, made a campaign video for him, and with Vladimir Putin; brought the new, autocratic Brazilian President, Jair Bolsonaro, to Jerusalem; announced Trumps recognition of Israels Golan Heights annexation; and called up reserves, ostensibly to attack on the Gaza front, while suggesting a behind-the-scenes deal with Hamas.","(3, 1200)"
1201,Hes projecting indispensability.,"(3, 1201)"
1202,"Ideally, from his perspective, he would have a five- or six-seat cushion in the Knesset, so that none of the smaller parties could threaten to bring him down or extort too much from coalition negotiations.","(3, 1202)"
1203,,"(3, 1203)"
1204,Gantz seems to be counting on eating his Zionist cake while depending on those who would not have it.,"(3, 1000)"
1205,"(One Arab party, Hadash-Taal, has already announced that it will support him.)","(3, 1001)"
1206,"If the rightist parties decide not to join him, he would have to form a minority government with Labor and Meretz, with the Arab members of Knesset provisionally voting with them from the back benches.","(3, 1002)"
1207,"(This was the arrangement that Yitzhak Rabin lived with during the Oslo process, before he was assassinated by a rightist zealot.)","(3, 1003)"
1208,"Gantzs senior ally at the head of Blue and White, Yair Lapid, has dismissed this prospect out of hand.","(3, 1004)"
1209,"But the party may have no other choice, except to find some kind accommodation with the Likud, about which more pr","(3, 1005)"
1210,,"(3, 1006)"
1211,Netanyahu wins outrightand saves himself.,"(3, 1100)"
1212,Netanyahu is facing indictments.,"(3, 1101)"
1213,The fact that his bloc is still in the lead is a tribute to his campaignand to his desperation.,"(3, 1102)"
1214,He seems to have grasped that swing voters have been looking not for sophisticated policy initiatives or democratic scruples but toughness.,"(3, 1103)"
1215,"Opponents with a comparatively stronger military background, particularly Blue and Whites generals, could have been a problem; so Netanyahus campaign has used social media, aided by timely leaks, to warp Gantzs record, depicting him as indecisive, weak, possibly compromised by a hacked phoneand, in any case, beholden to Arab voters.","(3, 1104)"
1216,"(An Israeli watchdog group has uncovered a network of hundreds of social-media accounts, many of them fake, used to smear Netanyahus opponents.)","(3, 1105)"
1217,,"(3, 1106)"
1218,"Netanyahu has meanwhile flaunted his personal relationships with Donald Trump, who, in effect, made a campaign video for him, and with Vladimir Putin; brought the new, autocratic Brazilian President, Jair Bolsonaro, to Jerusalem; announced Trumps recognition of Israels Golan Heights annexation; and called up reserves, ostensibly to attack on the Gaza front, while suggesting a behind-the-scenes deal with Hamas.","(3, 1200)"
1219,Hes projecting indispensability.,"(3, 1201)"
1220,"Ideally, from his perspective, he would have a five- or six-seat cushion in the Knesset, so that none of the smaller parties could threaten to bring him down or extort too much from coalition negotiations.","(3, 1202)"
1221,,"(3, 1203)"
1222,Gantz seems to be counting on eating his Zionist cake while depending on those who would not have it.,"(3, 1000)"
1223,"(One Arab party, Hadash-Taal, has already announced that it will support him.)","(3, 1001)"
1224,"If the rightist parties decide not to join him, he would have to form a minority government with Labor and Meretz, with the Arab members of Knesset provisionally voting with them from the back benches.","(3, 1002)"
1225,"(This was the arrangement that Yitzhak Rabin lived with during the Oslo process, before he was assassinated by a rightist zealot.)","(3, 1003)"
1226,"Gantzs senior ally at the head of Blue and White, Yair Lapid, has dismissed this prospect out of hand.","(3, 1004)"
1227,"But the party may have no other choice, except to find some kind accommodation with the Likud, about which more pr","(3, 1005)"
1228,,"(3, 1006)"
1229,Netanyahu wins outrightand saves himself.,"(3, 1100)"
1230,Netanyahu is facing indictments.,"(3, 1101)"
1231,The fact that his bloc is still in the lead is a tribute to his campaignand to his desperation.,"(3, 1102)"
1232,He seems to have grasped that swing voters have been looking not for sophisticated policy initiatives or democratic scruples but toughness.,"(3, 1103)"
1233,"Opponents with a comparatively stronger military background, particularly Blue and Whites generals, could have been a problem; so Netanyahus campaign has used social media, aided by timely leaks, to warp Gantzs record, depicting him as indecisive, weak, possibly compromised by a hacked phoneand, in any case, beholden to Arab voters.","(3, 1104)"
1234,"(An Israeli watchdog group has uncovered a network of hundreds of social-media accounts, many of them fake, used to smear Netanyahus opponents.)","(3, 1105)"
1235,,"(3, 1106)"
1236,"Netanyahu has meanwhile flaunted his personal relationships with Donald Trump, who, in effect, made a campaign video for him, and with Vladimir Putin; brought the new, autocratic Brazilian President, Jair Bolsonaro, to Jerusalem; announced Trumps recognition of Israels Golan Heights annexation; and called up reserves, ostensibly to attack on the Gaza front, while suggesting a behind-the-scenes deal with Hamas.","(3, 1200)"
1237,Hes projecting indispensability.,"(3, 1201)"
1238,"Ideally, from his perspective, he would have a five- or six-seat cushion in the Knesset, so that none of the smaller parties could threaten to bring him down or extort too much from coalition negotiations.","(3, 1202)"
1239,,"(3, 1203)"
1240,Gantz seems to be counting on eating his Zionist cake while depending on those who would not have it.,"(3, 1000)"
1241,"(One Arab party, Hadash-Taal, has already announced that it will support him.)","(3, 1001)"
1242,"If the rightist parties decide not to join him, he would have to form a minority government with Labor and Meretz, with the Arab members of Knesset provisionally voting with them from the back benches.","(3, 1002)"
1243,"(This was the arrangement that Yitzhak Rabin lived with during the Oslo process, before he was assassinated by a rightist zealot.)","(3, 1003)"
1244,"Gantzs senior ally at the head of Blue and White, Yair Lapid, has dismissed this prospect out of hand.","(3, 1004)"
1245,"But the party may have no other choice, except to find some kind accommodation with the Likud, about which more pr","(3, 1005)"
1246,,"(3, 1006)"
1247,Netanyahu wins outrightand saves himself.,"(3, 1100)"
