,sentence,sentence_id
390,"Within each HIT, workers are only asked to select important OR unimportant sentences, not both.","(6, 1403)"
391,,"(6, 1404)"
392,"At the beginning of the project, we inserted circled numbers, for example, ①, at the end of each sentence in the section of text presented to the Turker.","(6, 1500)"
393,"At the bottom of the page, there were checkboxes where the worker had to click if they wanted to mark a sentence as important or unimportant, depending on the HIT.","(6, 1501)"
394,"All of the HITs had 28 checkboxes at the end of the page, but not all of the sections of text had 28 sentences, and feedback from classmates helped us realize this was confusing.","(6, 1502)"
395,,"(6, 1503)"
396,We did create a user interface for crowd workers.,"(6, 1300)"
397,We created HITs on Amazon Mechanical Turk for users to either select the most important sentences or delete the least important sentences within passages of text from articles.,"(6, 1301)"
398,"Originally, users selected a checkbox corresponding to a number printed at the end of each sentence.","(6, 1302)"
399,"However, we updated the HIT so workers could directly click on sentences which they identified as important or unimportant, depending on the HIT.","(6, 1303)"
400,,"(6, 1304)"
401,Our HITs on Mechanical Turk evolved significantly from the start of our project to the end.,"(6, 1400)"
402,"Originally, we only had one type of HIT, where users identified the most important sentences in a section of text.","(6, 1401)"
403,"We now have two types of HIT, one where workers select important sentences to keep, and one where workers select unimportant sentences to delete.","(6, 1402)"
404,"Within each HIT, workers are only asked to select important OR unimportant sentences, not both.","(6, 1403)"
405,,"(6, 1404)"
406,"At the beginning of the project, we inserted circled numbers, for example, ①, at the end of each sentence in the section of text presented to the Turker.","(6, 1500)"
407,"At the bottom of the page, there were checkboxes where the worker had to click if they wanted to mark a sentence as important or unimportant, depending on the HIT.","(6, 1501)"
408,"All of the HITs had 28 checkboxes at the end of the page, but not all of the sections of text had 28 sentences, and feedback from classmates helped us realize this was confusing.","(6, 1502)"
409,,"(6, 1503)"
410,We did create a user interface for crowd workers.,"(6, 1300)"
411,We created HITs on Amazon Mechanical Turk for users to either select the most important sentences or delete the least important sentences within passages of text from articles.,"(6, 1301)"
412,"Originally, users selected a checkbox corresponding to a number printed at the end of each sentence.","(6, 1302)"
413,"However, we updated the HIT so workers could directly click on sentences which they identified as important or unimportant, depending on the HIT.","(6, 1303)"
414,,"(6, 1304)"
415,Our HITs on Mechanical Turk evolved significantly from the start of our project to the end.,"(6, 1400)"
416,"Originally, we only had one type of HIT, where users identified the most important sentences in a section of text.","(6, 1401)"
417,"We now have two types of HIT, one where workers select important sentences to keep, and one where workers select unimportant sentences to delete.","(6, 1402)"
418,"Within each HIT, workers are only asked to select important OR unimportant sentences, not both.","(6, 1403)"
419,,"(6, 1404)"
420,"At the beginning of the project, we inserted circled numbers, for example, ①, at the end of each sentence in the section of text presented to the Turker.","(6, 1500)"
421,"At the bottom of the page, there were checkboxes where the worker had to click if they wanted to mark a sentence as important or unimportant, depending on the HIT.","(6, 1501)"
422,"All of the HITs had 28 checkboxes at the end of the page, but not all of the sections of text had 28 sentences, and feedback from classmates helped us realize this was confusing.","(6, 1502)"
423,,"(6, 1503)"
424,We did create a user interface for crowd workers.,"(6, 1300)"
425,We created HITs on Amazon Mechanical Turk for users to either select the most important sentences or delete the least important sentences within passages of text from articles.,"(6, 1301)"
426,"Originally, users selected a checkbox corresponding to a number printed at the end of each sentence.","(6, 1302)"
427,"However, we updated the HIT so workers could directly click on sentences which they identified as important or unimportant, depending on the HIT.","(6, 1303)"
428,,"(6, 1304)"
429,Our HITs on Mechanical Turk evolved significantly from the start of our project to the end.,"(6, 1400)"
430,"Originally, we only had one type of HIT, where users identified the most important sentences in a section of text.","(6, 1401)"
431,"We now have two types of HIT, one where workers select important sentences to keep, and one where workers select unimportant sentences to delete.","(6, 1402)"
432,"Within each HIT, workers are only asked to select important OR unimportant sentences, not both.","(6, 1403)"
433,,"(6, 1404)"
434,"At the beginning of the project, we inserted circled numbers, for example, ①, at the end of each sentence in the section of text presented to the Turker.","(6, 1500)"
435,"At the bottom of the page, there were checkboxes where the worker had to click if they wanted to mark a sentence as important or unimportant, depending on the HIT.","(6, 1501)"
436,"All of the HITs had 28 checkboxes at the end of the page, but not all of the sections of text had 28 sentences, and feedback from classmates helped us realize this was confusing.","(6, 1502)"
437,,"(6, 1503)"
438,We did create a user interface for crowd workers.,"(6, 1300)"
439,We created HITs on Amazon Mechanical Turk for users to either select the most important sentences or delete the least important sentences within passages of text from articles.,"(6, 1301)"
440,"Originally, users selected a checkbox corresponding to a number printed at the end of each sentence.","(6, 1302)"
441,"However, we updated the HIT so workers could directly click on sentences which they identified as important or unimportant, depending on the HIT.","(6, 1303)"
442,,"(6, 1304)"
443,Our HITs on Mechanical Turk evolved significantly from the start of our project to the end.,"(6, 1400)"
444,"Originally, we only had one type of HIT, where users identified the most important sentences in a section of text.","(6, 1401)"
445,"We now have two types of HIT, one where workers select important sentences to keep, and one where workers select unimportant sentences to delete.","(6, 1402)"
446,"Within each HIT, workers are only asked to select important OR unimportant sentences, not both.","(6, 1403)"
447,,"(6, 1404)"
448,"At the beginning of the project, we inserted circled numbers, for example, ①, at the end of each sentence in the section of text presented to the Turker.","(6, 1500)"
449,"At the bottom of the page, there were checkboxes where the worker had to click if they wanted to mark a sentence as important or unimportant, depending on the HIT.","(6, 1501)"
450,"All of the HITs had 28 checkboxes at the end of the page, but not all of the sections of text had 28 sentences, and feedback from classmates helped us realize this was confusing.","(6, 1502)"
451,,"(6, 1503)"
452,We did create a user interface for crowd workers.,"(6, 1300)"
453,We created HITs on Amazon Mechanical Turk for users to either select the most important sentences or delete the least important sentences within passages of text from articles.,"(6, 1301)"
454,"Originally, users selected a checkbox corresponding to a number printed at the end of each sentence.","(6, 1302)"
455,"However, we updated the HIT so workers could directly click on sentences which they identified as important or unimportant, depending on the HIT.","(6, 1303)"
456,,"(6, 1304)"
457,Our HITs on Mechanical Turk evolved significantly from the start of our project to the end.,"(6, 1400)"
458,"Originally, we only had one type of HIT, where users identified the most important sentences in a section of text.","(6, 1401)"
459,"We now have two types of HIT, one where workers select important sentences to keep, and one where workers select unimportant sentences to delete.","(6, 1402)"
460,"Within each HIT, workers are only asked to select important OR unimportant sentences, not both.","(6, 1403)"
461,,"(6, 1404)"
462,"At the beginning of the project, we inserted circled numbers, for example, ①, at the end of each sentence in the section of text presented to the Turker.","(6, 1500)"
463,"At the bottom of the page, there were checkboxes where the worker had to click if they wanted to mark a sentence as important or unimportant, depending on the HIT.","(6, 1501)"
464,"All of the HITs had 28 checkboxes at the end of the page, but not all of the sections of text had 28 sentences, and feedback from classmates helped us realize this was confusing.","(6, 1502)"
465,,"(6, 1503)"
466,"As a result, we modified our HIT so workers could directly click on sentences to select them.","(6, 1600)"
467,"In the HIT for selecting important sentences, when a worker clicked a sentence, it became highlighted in green.","(6, 1601)"
468,"In the HIT for deleting unimportant sentences, when a worker clicked a sentence, it became highlighted in black, essentially redacted or deleted.","(6, 1602)"
469,"If the worker changed their mind or made a mistake, they could click the sentence again to un-select it.","(6, 1603)"
470,Clicking on any part of the sentence highlighted or un-highlighted the whole sentence.,"(6, 1604)"
471,,"(6, 1605)"
472,"At the top of the page, there were instructions covering how to complete the HIT, as well as realtime instructions for how many more sentences the worker had to select at a minimum, and how many more sentences he/she was allowed to select at a maximum.","(6, 1700)"
473,These numbers were a function of the length of the article.,"(6, 1701)"
474,"The worker always had to select at least 10% of the sentences in the article, and at most 75% of the sentences in the article (rounded to the nearest integer).","(6, 1702)"
475,"For example, in a passage with 20 sentences, the instructions initially said the worker had to select at least 2 more sentences, and at most 15 more.","(6, 1703)"
476,"After the worker selected 1 sentence, the instructions updated to say that the worker had to select at least 1 more sentence and at most 14 more sentences.","(6, 1704)"
477,,"(6, 1705)"
478,"        Our crowd workers must be literate in English at a high school level at the least, as the passages we are asking them to read often contain complex concepts and difficult vocabulary words.","(6, 1800)"
479,"We intentionally selected articles which are long and difficult to comprehend, because  generating a high quality summary of a long, dense article is far more relevant than generating a summary of a short, simple article.","(6, 1801)"
480,"We chose to summarize articles from the New Yorker, which is known to have verbose content.","(6, 1802)"
481,Here is one of the articles we asked the workers to summarize.,"(6, 1803)"
482,,"(6, 1804)"
483,"As a result, we modified our HIT so workers could directly click on sentences to select them.","(6, 1600)"
484,"In the HIT for selecting important sentences, when a worker clicked a sentence, it became highlighted in green.","(6, 1601)"
485,"In the HIT for deleting unimportant sentences, when a worker clicked a sentence, it became highlighted in black, essentially redacted or deleted.","(6, 1602)"
486,"If the worker changed their mind or made a mistake, they could click the sentence again to un-select it.","(6, 1603)"
487,Clicking on any part of the sentence highlighted or un-highlighted the whole sentence.,"(6, 1604)"
488,,"(6, 1605)"
489,"At the top of the page, there were instructions covering how to complete the HIT, as well as realtime instructions for how many more sentences the worker had to select at a minimum, and how many more sentences he/she was allowed to select at a maximum.","(6, 1700)"
490,These numbers were a function of the length of the article.,"(6, 1701)"
491,"The worker always had to select at least 10% of the sentences in the article, and at most 75% of the sentences in the article (rounded to the nearest integer).","(6, 1702)"
492,"For example, in a passage with 20 sentences, the instructions initially said the worker had to select at least 2 more sentences, and at most 15 more.","(6, 1703)"
493,"After the worker selected 1 sentence, the instructions updated to say that the worker had to select at least 1 more sentence and at most 14 more sentences.","(6, 1704)"
494,,"(6, 1705)"
495,"        Our crowd workers must be literate in English at a high school level at the least, as the passages we are asking them to read often contain complex concepts and difficult vocabulary words.","(6, 1800)"
496,"We intentionally selected articles which are long and difficult to comprehend, because  generating a high quality summary of a long, dense article is far more relevant than generating a summary of a short, simple article.","(6, 1801)"
497,"We chose to summarize articles from the New Yorker, which is known to have verbose content.","(6, 1802)"
498,Here is one of the articles we asked the workers to summarize.,"(6, 1803)"
499,,"(6, 1804)"
500,"As a result, we modified our HIT so workers could directly click on sentences to select them.","(6, 1600)"
501,"In the HIT for selecting important sentences, when a worker clicked a sentence, it became highlighted in green.","(6, 1601)"
502,"In the HIT for deleting unimportant sentences, when a worker clicked a sentence, it became highlighted in black, essentially redacted or deleted.","(6, 1602)"
503,"If the worker changed their mind or made a mistake, they could click the sentence again to un-select it.","(6, 1603)"
504,Clicking on any part of the sentence highlighted or un-highlighted the whole sentence.,"(6, 1604)"
505,,"(6, 1605)"
506,"At the top of the page, there were instructions covering how to complete the HIT, as well as realtime instructions for how many more sentences the worker had to select at a minimum, and how many more sentences he/she was allowed to select at a maximum.","(6, 1700)"
507,These numbers were a function of the length of the article.,"(6, 1701)"
508,"The worker always had to select at least 10% of the sentences in the article, and at most 75% of the sentences in the article (rounded to the nearest integer).","(6, 1702)"
509,"For example, in a passage with 20 sentences, the instructions initially said the worker had to select at least 2 more sentences, and at most 15 more.","(6, 1703)"
510,"After the worker selected 1 sentence, the instructions updated to say that the worker had to select at least 1 more sentence and at most 14 more sentences.","(6, 1704)"
511,,"(6, 1705)"
512,"        Our crowd workers must be literate in English at a high school level at the least, as the passages we are asking them to read often contain complex concepts and difficult vocabulary words.","(6, 1800)"
513,"We intentionally selected articles which are long and difficult to comprehend, because  generating a high quality summary of a long, dense article is far more relevant than generating a summary of a short, simple article.","(6, 1801)"
514,"We chose to summarize articles from the New Yorker, which is known to have verbose content.","(6, 1802)"
515,Here is one of the articles we asked the workers to summarize.,"(6, 1803)"
516,,"(6, 1804)"
517,"As a result, we modified our HIT so workers could directly click on sentences to select them.","(6, 1600)"
518,"In the HIT for selecting important sentences, when a worker clicked a sentence, it became highlighted in green.","(6, 1601)"
519,"In the HIT for deleting unimportant sentences, when a worker clicked a sentence, it became highlighted in black, essentially redacted or deleted.","(6, 1602)"
520,"If the worker changed their mind or made a mistake, they could click the sentence again to un-select it.","(6, 1603)"
521,Clicking on any part of the sentence highlighted or un-highlighted the whole sentence.,"(6, 1604)"
522,,"(6, 1605)"
523,"At the top of the page, there were instructions covering how to complete the HIT, as well as realtime instructions for how many more sentences the worker had to select at a minimum, and how many more sentences he/she was allowed to select at a maximum.","(6, 1700)"
524,These numbers were a function of the length of the article.,"(6, 1701)"
525,"The worker always had to select at least 10% of the sentences in the article, and at most 75% of the sentences in the article (rounded to the nearest integer).","(6, 1702)"
526,"For example, in a passage with 20 sentences, the instructions initially said the worker had to select at least 2 more sentences, and at most 15 more.","(6, 1703)"
527,"After the worker selected 1 sentence, the instructions updated to say that the worker had to select at least 1 more sentence and at most 14 more sentences.","(6, 1704)"
528,,"(6, 1705)"
529,"        Our crowd workers must be literate in English at a high school level at the least, as the passages we are asking them to read often contain complex concepts and difficult vocabulary words.","(6, 1800)"
530,"We intentionally selected articles which are long and difficult to comprehend, because  generating a high quality summary of a long, dense article is far more relevant than generating a summary of a short, simple article.","(6, 1801)"
531,"We chose to summarize articles from the New Yorker, which is known to have verbose content.","(6, 1802)"
532,Here is one of the articles we asked the workers to summarize.,"(6, 1803)"
533,,"(6, 1804)"
534,"As a result, we modified our HIT so workers could directly click on sentences to select them.","(6, 1600)"
535,"In the HIT for selecting important sentences, when a worker clicked a sentence, it became highlighted in green.","(6, 1601)"
536,"In the HIT for deleting unimportant sentences, when a worker clicked a sentence, it became highlighted in black, essentially redacted or deleted.","(6, 1602)"
537,"If the worker changed their mind or made a mistake, they could click the sentence again to un-select it.","(6, 1603)"
538,Clicking on any part of the sentence highlighted or un-highlighted the whole sentence.,"(6, 1604)"
539,,"(6, 1605)"
540,"At the top of the page, there were instructions covering how to complete the HIT, as well as realtime instructions for how many more sentences the worker had to select at a minimum, and how many more sentences he/she was allowed to select at a maximum.","(6, 1700)"
541,These numbers were a function of the length of the article.,"(6, 1701)"
542,"The worker always had to select at least 10% of the sentences in the article, and at most 75% of the sentences in the article (rounded to the nearest integer).","(6, 1702)"
543,"For example, in a passage with 20 sentences, the instructions initially said the worker had to select at least 2 more sentences, and at most 15 more.","(6, 1703)"
544,"After the worker selected 1 sentence, the instructions updated to say that the worker had to select at least 1 more sentence and at most 14 more sentences.","(6, 1704)"
545,,"(6, 1705)"
546,"        Our crowd workers must be literate in English at a high school level at the least, as the passages we are asking them to read often contain complex concepts and difficult vocabulary words.","(6, 1800)"
547,"We intentionally selected articles which are long and difficult to comprehend, because  generating a high quality summary of a long, dense article is far more relevant than generating a summary of a short, simple article.","(6, 1801)"
548,"We chose to summarize articles from the New Yorker, which is known to have verbose content.","(6, 1802)"
549,Here is one of the articles we asked the workers to summarize.,"(6, 1803)"
550,,"(6, 1804)"
551,"As a result, we modified our HIT so workers could directly click on sentences to select them.","(6, 1600)"
552,"In the HIT for selecting important sentences, when a worker clicked a sentence, it became highlighted in green.","(6, 1601)"
553,"In the HIT for deleting unimportant sentences, when a worker clicked a sentence, it became highlighted in black, essentially redacted or deleted.","(6, 1602)"
554,"If the worker changed their mind or made a mistake, they could click the sentence again to un-select it.","(6, 1603)"
555,Clicking on any part of the sentence highlighted or un-highlighted the whole sentence.,"(6, 1604)"
556,,"(6, 1605)"
557,"At the top of the page, there were instructions covering how to complete the HIT, as well as realtime instructions for how many more sentences the worker had to select at a minimum, and how many more sentences he/she was allowed to select at a maximum.","(6, 1700)"
558,These numbers were a function of the length of the article.,"(6, 1701)"
559,"The worker always had to select at least 10% of the sentences in the article, and at most 75% of the sentences in the article (rounded to the nearest integer).","(6, 1702)"
560,"For example, in a passage with 20 sentences, the instructions initially said the worker had to select at least 2 more sentences, and at most 15 more.","(6, 1703)"
561,"After the worker selected 1 sentence, the instructions updated to say that the worker had to select at least 1 more sentence and at most 14 more sentences.","(6, 1704)"
562,,"(6, 1705)"
563,"        Our crowd workers must be literate in English at a high school level at the least, as the passages we are asking them to read often contain complex concepts and difficult vocabulary words.","(6, 1800)"
564,"We intentionally selected articles which are long and difficult to comprehend, because  generating a high quality summary of a long, dense article is far more relevant than generating a summary of a short, simple article.","(6, 1801)"
565,"We chose to summarize articles from the New Yorker, which is known to have verbose content.","(6, 1802)"
566,Here is one of the articles we asked the workers to summarize.,"(6, 1803)"
567,,"(6, 1804)"
568,"As a result, we modified our HIT so workers could directly click on sentences to select them.","(6, 1600)"
569,"In the HIT for selecting important sentences, when a worker clicked a sentence, it became highlighted in green.","(6, 1601)"
570,"In the HIT for deleting unimportant sentences, when a worker clicked a sentence, it became highlighted in black, essentially redacted or deleted.","(6, 1602)"
571,"If the worker changed their mind or made a mistake, they could click the sentence again to un-select it.","(6, 1603)"
572,Clicking on any part of the sentence highlighted or un-highlighted the whole sentence.,"(6, 1604)"
573,,"(6, 1605)"
574,"At the top of the page, there were instructions covering how to complete the HIT, as well as realtime instructions for how many more sentences the worker had to select at a minimum, and how many more sentences he/she was allowed to select at a maximum.","(6, 1700)"
575,These numbers were a function of the length of the article.,"(6, 1701)"
576,"The worker always had to select at least 10% of the sentences in the article, and at most 75% of the sentences in the article (rounded to the nearest integer).","(6, 1702)"
577,"For example, in a passage with 20 sentences, the instructions initially said the worker had to select at least 2 more sentences, and at most 15 more.","(6, 1703)"
578,"After the worker selected 1 sentence, the instructions updated to say that the worker had to select at least 1 more sentence and at most 14 more sentences.","(6, 1704)"
579,,"(6, 1705)"
580,"        Our crowd workers must be literate in English at a high school level at the least, as the passages we are asking them to read often contain complex concepts and difficult vocabulary words.","(6, 1800)"
581,"We intentionally selected articles which are long and difficult to comprehend, because  generating a high quality summary of a long, dense article is far more relevant than generating a summary of a short, simple article.","(6, 1801)"
582,"We chose to summarize articles from the New Yorker, which is known to have verbose content.","(6, 1802)"
583,Here is one of the articles we asked the workers to summarize.,"(6, 1803)"
584,,"(6, 1804)"
585,"We were concerned with the quality of the responses of the crowd because it was vital that the Turkers actually select important sentences which were not tangential to the main idea, or overly specific.","(6, 2200)"
586,"However, because the passage of text presented was short, and the users simply had to select sentences rather than giving any creative input, we were hopeful that crowd workers would not find it too difficult to provide high quality responses.","(6, 2201)"
587,,"(6, 2202)"
588,We used a majority vote method for ensuring quality of the responses from the Turkers.,"(6, 2300)"
589,"We presented each passage of text to 10 Turkers, so any sentence in the article could have anywhere from 0 to 10 votes (indicating it was important or unimportant).","(6, 2301)"
590,"The quality control algorithm took in the results from the HIT and then counted the number of votes every unique sentence received, as well as the maximum number of times a single sentence was voted for in an article.","(6, 2302)"
591,The maximum number of times a single sentence was voted for represented the maximum agreement on that article and the votes for each sentence in that article were scaled based on that max value.,"(6, 2303)"
592,These values were outputted to be used by the aggregation module.,"(6, 2304)"
593,,"(6, 2305)"
594,"Since our quality control module and our aggregation module were closely coupled we analyzed their success together, which is explained below in the section entitled “Quality Control and Aggregation Analysis”.","(6, 2400)"
595,,"(6, 2401)"
596,"We were concerned with the quality of the responses of the crowd because it was vital that the Turkers actually select important sentences which were not tangential to the main idea, or overly specific.","(6, 2200)"
597,"However, because the passage of text presented was short, and the users simply had to select sentences rather than giving any creative input, we were hopeful that crowd workers would not find it too difficult to provide high quality responses.","(6, 2201)"
598,,"(6, 2202)"
599,We used a majority vote method for ensuring quality of the responses from the Turkers.,"(6, 2300)"
600,"We presented each passage of text to 10 Turkers, so any sentence in the article could have anywhere from 0 to 10 votes (indicating it was important or unimportant).","(6, 2301)"
601,"The quality control algorithm took in the results from the HIT and then counted the number of votes every unique sentence received, as well as the maximum number of times a single sentence was voted for in an article.","(6, 2302)"
602,The maximum number of times a single sentence was voted for represented the maximum agreement on that article and the votes for each sentence in that article were scaled based on that max value.,"(6, 2303)"
603,These values were outputted to be used by the aggregation module.,"(6, 2304)"
604,,"(6, 2305)"
605,"Since our quality control module and our aggregation module were closely coupled we analyzed their success together, which is explained below in the section entitled “Quality Control and Aggregation Analysis”.","(6, 2400)"
606,,"(6, 2401)"
607,"We were concerned with the quality of the responses of the crowd because it was vital that the Turkers actually select important sentences which were not tangential to the main idea, or overly specific.","(6, 2200)"
608,"However, because the passage of text presented was short, and the users simply had to select sentences rather than giving any creative input, we were hopeful that crowd workers would not find it too difficult to provide high quality responses.","(6, 2201)"
609,,"(6, 2202)"
610,We used a majority vote method for ensuring quality of the responses from the Turkers.,"(6, 2300)"
611,"We presented each passage of text to 10 Turkers, so any sentence in the article could have anywhere from 0 to 10 votes (indicating it was important or unimportant).","(6, 2301)"
612,"The quality control algorithm took in the results from the HIT and then counted the number of votes every unique sentence received, as well as the maximum number of times a single sentence was voted for in an article.","(6, 2302)"
613,The maximum number of times a single sentence was voted for represented the maximum agreement on that article and the votes for each sentence in that article were scaled based on that max value.,"(6, 2303)"
614,These values were outputted to be used by the aggregation module.,"(6, 2304)"
615,,"(6, 2305)"
616,"Since our quality control module and our aggregation module were closely coupled we analyzed their success together, which is explained below in the section entitled “Quality Control and Aggregation Analysis”.","(6, 2400)"
617,,"(6, 2401)"
618,"We were concerned with the quality of the responses of the crowd because it was vital that the Turkers actually select important sentences which were not tangential to the main idea, or overly specific.","(6, 2200)"
619,"However, because the passage of text presented was short, and the users simply had to select sentences rather than giving any creative input, we were hopeful that crowd workers would not find it too difficult to provide high quality responses.","(6, 2201)"
620,,"(6, 2202)"
621,We used a majority vote method for ensuring quality of the responses from the Turkers.,"(6, 2300)"
622,"We presented each passage of text to 10 Turkers, so any sentence in the article could have anywhere from 0 to 10 votes (indicating it was important or unimportant).","(6, 2301)"
623,"The quality control algorithm took in the results from the HIT and then counted the number of votes every unique sentence received, as well as the maximum number of times a single sentence was voted for in an article.","(6, 2302)"
624,The maximum number of times a single sentence was voted for represented the maximum agreement on that article and the votes for each sentence in that article were scaled based on that max value.,"(6, 2303)"
625,These values were outputted to be used by the aggregation module.,"(6, 2304)"
626,,"(6, 2305)"
627,"Since our quality control module and our aggregation module were closely coupled we analyzed their success together, which is explained below in the section entitled “Quality Control and Aggregation Analysis”.","(6, 2400)"
628,,"(6, 2401)"
629,"We were concerned with the quality of the responses of the crowd because it was vital that the Turkers actually select important sentences which were not tangential to the main idea, or overly specific.","(6, 2200)"
630,"However, because the passage of text presented was short, and the users simply had to select sentences rather than giving any creative input, we were hopeful that crowd workers would not find it too difficult to provide high quality responses.","(6, 2201)"
631,,"(6, 2202)"
632,We used a majority vote method for ensuring quality of the responses from the Turkers.,"(6, 2300)"
633,"We presented each passage of text to 10 Turkers, so any sentence in the article could have anywhere from 0 to 10 votes (indicating it was important or unimportant).","(6, 2301)"
634,"The quality control algorithm took in the results from the HIT and then counted the number of votes every unique sentence received, as well as the maximum number of times a single sentence was voted for in an article.","(6, 2302)"
635,The maximum number of times a single sentence was voted for represented the maximum agreement on that article and the votes for each sentence in that article were scaled based on that max value.,"(6, 2303)"
636,These values were outputted to be used by the aggregation module.,"(6, 2304)"
637,,"(6, 2305)"
638,"Since our quality control module and our aggregation module were closely coupled we analyzed their success together, which is explained below in the section entitled “Quality Control and Aggregation Analysis”.","(6, 2400)"
639,,"(6, 2401)"
640,Our aggregation methodology was based around the idea that increasing the threshold of agreement for what was an ‘important’ sentence would result in more concise summaries when looking at data where Turkers selected sentences.,"(6, 2500)"
641,"Conversely, by decreasing the threshold of agreement for what was a ‘useless’ sentences would result in more concise summaries.","(6, 2501)"
642,"If multiple workers selected a sentence as important it would remain in the output summary even as the threshold was raised, while a sentence that only one person selected as important would be cut if the user wanted shorter summaries but kept if the user wanted more information.","(6, 2502)"
643,,"(6, 2503)"
644,"Although we did not do extensive analysis on the quality of individual summaries compared to the aggregated summaries, we did sample a couple of individual responses and found that the summaries either missed many important pieces in the case of the selection HIT or Turkers did not delete enough content for the result to truly be a summary in the case of the deletion HIT.","(6, 2600)"
645,,"(6, 2601)"
646,"The aggregation module allows users to select an article title, a summarization method (either selection or deletion), and an agreement threshold.","(6, 2700)"
647,The program then filters for only sentences that have at least that percentage of users agreeing that the sentence is important or at least that many users who do not declare it as unimportant (depending on the summarization method selected).,"(6, 2701)"
648,The sentences are ordered using a dictionary that maps sentences to their original order in the article and that result is returned to the user.,"(6, 2702)"
649,,"(6, 2703)"
650,Our aggregation methodology was based around the idea that increasing the threshold of agreement for what was an ‘important’ sentence would result in more concise summaries when looking at data where Turkers selected sentences.,"(6, 2500)"
651,"Conversely, by decreasing the threshold of agreement for what was a ‘useless’ sentences would result in more concise summaries.","(6, 2501)"
652,"If multiple workers selected a sentence as important it would remain in the output summary even as the threshold was raised, while a sentence that only one person selected as important would be cut if the user wanted shorter summaries but kept if the user wanted more information.","(6, 2502)"
653,,"(6, 2503)"
654,"Although we did not do extensive analysis on the quality of individual summaries compared to the aggregated summaries, we did sample a couple of individual responses and found that the summaries either missed many important pieces in the case of the selection HIT or Turkers did not delete enough content for the result to truly be a summary in the case of the deletion HIT.","(6, 2600)"
655,,"(6, 2601)"
656,"The aggregation module allows users to select an article title, a summarization method (either selection or deletion), and an agreement threshold.","(6, 2700)"
657,The program then filters for only sentences that have at least that percentage of users agreeing that the sentence is important or at least that many users who do not declare it as unimportant (depending on the summarization method selected).,"(6, 2701)"
658,The sentences are ordered using a dictionary that maps sentences to their original order in the article and that result is returned to the user.,"(6, 2702)"
659,,"(6, 2703)"
660,Our aggregation methodology was based around the idea that increasing the threshold of agreement for what was an ‘important’ sentence would result in more concise summaries when looking at data where Turkers selected sentences.,"(6, 2500)"
661,"Conversely, by decreasing the threshold of agreement for what was a ‘useless’ sentences would result in more concise summaries.","(6, 2501)"
662,"If multiple workers selected a sentence as important it would remain in the output summary even as the threshold was raised, while a sentence that only one person selected as important would be cut if the user wanted shorter summaries but kept if the user wanted more information.","(6, 2502)"
663,,"(6, 2503)"
664,"Although we did not do extensive analysis on the quality of individual summaries compared to the aggregated summaries, we did sample a couple of individual responses and found that the summaries either missed many important pieces in the case of the selection HIT or Turkers did not delete enough content for the result to truly be a summary in the case of the deletion HIT.","(6, 2600)"
665,,"(6, 2601)"
666,"The aggregation module allows users to select an article title, a summarization method (either selection or deletion), and an agreement threshold.","(6, 2700)"
667,The program then filters for only sentences that have at least that percentage of users agreeing that the sentence is important or at least that many users who do not declare it as unimportant (depending on the summarization method selected).,"(6, 2701)"
668,The sentences are ordered using a dictionary that maps sentences to their original order in the article and that result is returned to the user.,"(6, 2702)"
669,,"(6, 2703)"
670,Our aggregation methodology was based around the idea that increasing the threshold of agreement for what was an ‘important’ sentence would result in more concise summaries when looking at data where Turkers selected sentences.,"(6, 2500)"
671,"Conversely, by decreasing the threshold of agreement for what was a ‘useless’ sentences would result in more concise summaries.","(6, 2501)"
672,"If multiple workers selected a sentence as important it would remain in the output summary even as the threshold was raised, while a sentence that only one person selected as important would be cut if the user wanted shorter summaries but kept if the user wanted more information.","(6, 2502)"
673,,"(6, 2503)"
674,"Although we did not do extensive analysis on the quality of individual summaries compared to the aggregated summaries, we did sample a couple of individual responses and found that the summaries either missed many important pieces in the case of the selection HIT or Turkers did not delete enough content for the result to truly be a summary in the case of the deletion HIT.","(6, 2600)"
675,,"(6, 2601)"
676,"The aggregation module allows users to select an article title, a summarization method (either selection or deletion), and an agreement threshold.","(6, 2700)"
677,The program then filters for only sentences that have at least that percentage of users agreeing that the sentence is important or at least that many users who do not declare it as unimportant (depending on the summarization method selected).,"(6, 2701)"
678,The sentences are ordered using a dictionary that maps sentences to their original order in the article and that result is returned to the user.,"(6, 2702)"
679,,"(6, 2703)"
680,Our aggregation methodology was based around the idea that increasing the threshold of agreement for what was an ‘important’ sentence would result in more concise summaries when looking at data where Turkers selected sentences.,"(6, 2500)"
681,"Conversely, by decreasing the threshold of agreement for what was a ‘useless’ sentences would result in more concise summaries.","(6, 2501)"
682,"If multiple workers selected a sentence as important it would remain in the output summary even as the threshold was raised, while a sentence that only one person selected as important would be cut if the user wanted shorter summaries but kept if the user wanted more information.","(6, 2502)"
683,,"(6, 2503)"
684,"Although we did not do extensive analysis on the quality of individual summaries compared to the aggregated summaries, we did sample a couple of individual responses and found that the summaries either missed many important pieces in the case of the selection HIT or Turkers did not delete enough content for the result to truly be a summary in the case of the deletion HIT.","(6, 2600)"
685,,"(6, 2601)"
686,"The aggregation module allows users to select an article title, a summarization method (either selection or deletion), and an agreement threshold.","(6, 2700)"
687,The program then filters for only sentences that have at least that percentage of users agreeing that the sentence is important or at least that many users who do not declare it as unimportant (depending on the summarization method selected).,"(6, 2701)"
