HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.paragraph_1,Input.paragraph_2,Input.paragraph_3,Input.article,Input.passage,Answer.deletion_mask_1,Answer.deletion_mask_2,Answer.deletion_mask_3,Approve,Reject
3G57RS03HHT818JRH7IDV8QFK3I25H,3ARIN4O78G5O4HZ15EMUOGHWX0HIFP,Summarize a passage,Select the most important sentences to create a summary of the given passage,"summary, summarize, text",$0.03 ,Sat May 04 18:24:50 PDT 2019,10,BatchId:3631114;OriginalHitTemplateId:928390828;,1800,3600,Mon May 06 18:24:50 PDT 2019,,,3XC1O3LBOTAJAGEJIBOH14RR2IDLT3,A2J15HW4AA2UEZ,Approved,Sat May 04 22:11:52 PDT 2019,Sat May 04 22:12:32 PDT 2019,Sat May 04 23:12:32 PDT 2019,,,,40,100% (82/82),100% (82/82),100% (82/82),"Three days before Nielsens resignation, the White House had rejected another immigration official for a top job in the Administration.#$The President withdrew the nomination of Ronald Vitiello as the head of Immigration and Customs Enforcement, because Trump wanted to go in a tougher direction.#$ Vitiello was a career immigration agent with decades of experience, and both Democrats and Republicans in the Senate signalled their support for his eventual confirmation.#$The move was so unexpected that officials at D.H.S.#$initially thought thered been a clerical error.#$I spoke to one senior Department official the following day who told me, We learned the news at the same time you did.#$","Although Vitiello had few opponents, they were influential.#$Chris Crane, the militant head of ICEs union, and Stephen Miller, at the White House, believed Vitiello was too moderate on enforcement and were able to successfully lobby the President.#$Trump also faulted Vitiello for something outside of his controlin this case, the fact that ICE could not legally detain immigrant families indefinitely.#$ICE is currently detaining fifty thousand immigrants, a twenty-five-per-cent increase from last year and a record in agency history.#$But the agency has also been forced to release families near the border, and Trump has complained that it is reverting to catch and release, which he associates with the Obama Administration.#$Based on the evidence, what else does Vitiello need to do in order to demonstrate his toughness? John Amaya, the deputy chief of staff at ICE from 2015 to 2017, said.#$Given the politics, laws, regulations, litigation, and operational constraints, what more could the agency accomplish under someone elses leadership?#$It must be a wonderful world to live in where you are willfully and blissfully ignorant to the realities of law enforcement and still have your seat in the Oval Office.#$","Trump has made immigration enforcement the rallying cry of his Presidency.#$But his politicization of D.H.S.and especially of ICE, its interior enforcement armhas repeatedly backfired.#$More than two years into his term, Trump still does not have a confirmed head of the agency.#$Vitiellos predecessor, an enforcement veteran named Tom Homan, who came out of retirement to lead ICE, had embraced the Presidents aggressive rhetoric.#$Trump praised him for looking very nasty and very mean, but his close identification with the President also made him politically toxic, and Homan resigned last year, after a tumultuous tenure in which the Senate never confirmed him.#$It was a matter of time before Tom would leave, a former D.H.S.#$official who knew Homan told me at the time.#$Its a dead-end job.#$Hes been on TV non-stop talking about what they are doing and defending the Administrations policies at every turn.#$Yet, when it came down to legislation and working with members of Congress, he was cut out.#$The official added that Homan was tired of being sent on these missions by the White House to scorch the earth.#$Vitiello, who appeared to learn the lesson of Homans demise, was careful to tell the President what he needed to hear while also keeping a lower public profile.#$Trump punished him anyway.#$",4,2,10,1001010,100000,,
3L2OEKSTW9YHPBV08QWBGW1B18DY8V,3ARIN4O78G5O4HZ15EMUOGHWX0HIFP,Summarize a passage,Select the most important sentences to create a summary of the given passage,"summary, summarize, text",$0.03 ,Sat May 04 18:24:51 PDT 2019,10,BatchId:3631114;OriginalHitTemplateId:928390828;,1800,3600,Mon May 06 18:24:51 PDT 2019,,,34S9DKFK74D5F2GY4URVMDNVMIWNY3,AIN7LSGBTD8HF,Approved,Sun May 05 10:07:34 PDT 2019,Sun May 05 10:09:21 PDT 2019,Sun May 05 11:09:21 PDT 2019,,,,107,100% (80/80),100% (80/80),100% (80/80),"Nielsens successor as acting head of D.H.S.#$will be Kevin McAleenan, the commissioner of U.S. Customs and Border Protection (C.B.P.).#$Current and former department officials have told me that McAleenan is smart, fact-driven, intellectual, and thoughtful. A lawyer by training, with a degree from the University of Chicago, he first joined D.H.S.#$in 2006, as a customs agent in Los Angeles, and later rose to become the deputy commissioner of C.B.P.#$under President Obama; in March of 2018, the Senate confirmed him as head of the agency.#$","The biggest question surrounding McAleenan, who, unlike Nielsen, is seen by both Republicans and Democrats as a credible choice to lead the governments third-largest federal department, is how quickly Trump will sour on him.#$McAleenan has already taken public positions that are at odds with the extremist views of the White House.#$Last December, he praised a new plan at the State Department to increase aid to Central American countries to help improve conditions in the region, and he has continued to speak forcefully about the need for the U.S. to address the root causes of emigration.#$As head of C.B.P., an agency tasked with policing the border, McAleenan has had limited sway over foreign policy.#$Now that hes in a position to play a bigger role in those discussions, he runs the risk of upsetting the President.#$","Another concern, typical for anyone in the Administration, is whether its even possible for a career public servant like McAleenan to operate effectively, and with integrity, in the face of constant pressure from the White House.#$Thats what makes me nervous, one Administration official told me.#$Im not sure how he can finesse things with this Administration. McAleenan did not think up the Administrations family-separation policy, for example, but he did play a role in implementing it.#$In April of 2018, his name was at the top of a document signed by three agency heads at D.H.S.including Tom Homan, at ICE, and Francis Cissna, at Citizen and Immigration Servicesarguing that family separation would deter other immigrant families, according to someone who saw the document.#$In December, as the Trump Administration tightened restrictions at ports of entry and migrants crossed in increasingly remote areas of the desert, two Guatemalan children died in the custody of Border Patrol.#$McAleenan is a career civil servant, and I believe he wants to see his job through to the end, regardless of the Administration, the official told me.#$In the Trump Era, doing so comes at a high cost.#$",4,3,110110,100100,11000,,
3L2OEKSTW9YHPBV08QWBGW1B18DY8V,3ARIN4O78G5O4HZ15EMUOGHWX0HIFP,Summarize a passage,Select the most important sentences to create a summary of the given passage,"summary, summarize, text",$0.03 ,Sat May 04 18:24:51 PDT 2019,10,BatchId:3631114;OriginalHitTemplateId:928390828;,1800,3600,Mon May 06 18:24:51 PDT 2019,,,36ZN444YTSM17N151R55FETCM8EOIM,A1P06VR3V0T998,Approved,Sun May 05 07:39:30 PDT 2019,Sun May 05 07:40:55 PDT 2019,Sun May 05 08:40:55 PDT 2019,,,,85,100% (10/10),100% (10/10),100% (10/10),"Nielsens successor as acting head of D.H.S.#$will be Kevin McAleenan, the commissioner of U.S. Customs and Border Protection (C.B.P.).#$Current and former department officials have told me that McAleenan is smart, fact-driven, intellectual, and thoughtful. A lawyer by training, with a degree from the University of Chicago, he first joined D.H.S.#$in 2006, as a customs agent in Los Angeles, and later rose to become the deputy commissioner of C.B.P.#$under President Obama; in March of 2018, the Senate confirmed him as head of the agency.#$","The biggest question surrounding McAleenan, who, unlike Nielsen, is seen by both Republicans and Democrats as a credible choice to lead the governments third-largest federal department, is how quickly Trump will sour on him.#$McAleenan has already taken public positions that are at odds with the extremist views of the White House.#$Last December, he praised a new plan at the State Department to increase aid to Central American countries to help improve conditions in the region, and he has continued to speak forcefully about the need for the U.S. to address the root causes of emigration.#$As head of C.B.P., an agency tasked with policing the border, McAleenan has had limited sway over foreign policy.#$Now that hes in a position to play a bigger role in those discussions, he runs the risk of upsetting the President.#$","Another concern, typical for anyone in the Administration, is whether its even possible for a career public servant like McAleenan to operate effectively, and with integrity, in the face of constant pressure from the White House.#$Thats what makes me nervous, one Administration official told me.#$Im not sure how he can finesse things with this Administration. McAleenan did not think up the Administrations family-separation policy, for example, but he did play a role in implementing it.#$In April of 2018, his name was at the top of a document signed by three agency heads at D.H.S.including Tom Homan, at ICE, and Francis Cissna, at Citizen and Immigration Servicesarguing that family separation would deter other immigrant families, according to someone who saw the document.#$In December, as the Trump Administration tightened restrictions at ports of entry and migrants crossed in increasingly remote areas of the desert, two Guatemalan children died in the custody of Border Patrol.#$McAleenan is a career civil servant, and I believe he wants to see his job through to the end, regardless of the Administration, the official told me.#$In the Trump Era, doing so comes at a high cost.#$",4,3,111110,,1111000,,
3L2OEKSTW9YHPBV08QWBGW1B18DY8V,3ARIN4O78G5O4HZ15EMUOGHWX0HIFP,Summarize a passage,Select the most important sentences to create a summary of the given passage,"summary, summarize, text",$0.03 ,Sat May 04 18:24:51 PDT 2019,10,BatchId:3631114;OriginalHitTemplateId:928390828;,1800,3600,Mon May 06 18:24:51 PDT 2019,,,3EJPLAJKEN4XD7KB1Z7XY9ABXJL6Z7,A2PYZDFLMB8RN6,Approved,Sat May 04 18:27:21 PDT 2019,Sat May 04 18:28:16 PDT 2019,Sat May 04 19:28:16 PDT 2019,,,,55,100% (58/58),100% (58/58),100% (58/58),"Nielsens successor as acting head of D.H.S.#$will be Kevin McAleenan, the commissioner of U.S. Customs and Border Protection (C.B.P.).#$Current and former department officials have told me that McAleenan is smart, fact-driven, intellectual, and thoughtful. A lawyer by training, with a degree from the University of Chicago, he first joined D.H.S.#$in 2006, as a customs agent in Los Angeles, and later rose to become the deputy commissioner of C.B.P.#$under President Obama; in March of 2018, the Senate confirmed him as head of the agency.#$","The biggest question surrounding McAleenan, who, unlike Nielsen, is seen by both Republicans and Democrats as a credible choice to lead the governments third-largest federal department, is how quickly Trump will sour on him.#$McAleenan has already taken public positions that are at odds with the extremist views of the White House.#$Last December, he praised a new plan at the State Department to increase aid to Central American countries to help improve conditions in the region, and he has continued to speak forcefully about the need for the U.S. to address the root causes of emigration.#$As head of C.B.P., an agency tasked with policing the border, McAleenan has had limited sway over foreign policy.#$Now that hes in a position to play a bigger role in those discussions, he runs the risk of upsetting the President.#$","Another concern, typical for anyone in the Administration, is whether its even possible for a career public servant like McAleenan to operate effectively, and with integrity, in the face of constant pressure from the White House.#$Thats what makes me nervous, one Administration official told me.#$Im not sure how he can finesse things with this Administration. McAleenan did not think up the Administrations family-separation policy, for example, but he did play a role in implementing it.#$In April of 2018, his name was at the top of a document signed by three agency heads at D.H.S.including Tom Homan, at ICE, and Francis Cissna, at Citizen and Immigration Servicesarguing that family separation would deter other immigrant families, according to someone who saw the document.#$In December, as the Trump Administration tightened restrictions at ports of entry and migrants crossed in increasingly remote areas of the desert, two Guatemalan children died in the custody of Border Patrol.#$McAleenan is a career civil servant, and I believe he wants to see his job through to the end, regardless of the Administration, the official told me.#$In the Trump Era, doing so comes at a high cost.#$",4,3,1110,111110,11111110,,
3L2OEKSTW9YHPBV08QWBGW1B18DY8V,3ARIN4O78G5O4HZ15EMUOGHWX0HIFP,Summarize a passage,Select the most important sentences to create a summary of the given passage,"summary, summarize, text",$0.03 ,Sat May 04 18:24:51 PDT 2019,10,BatchId:3631114;OriginalHitTemplateId:928390828;,1800,3600,Mon May 06 18:24:51 PDT 2019,,,3KYQYYSHYWVKZCLJ9D4UOHDZU1HDOG,AV8ME6HAAVFZK,Approved,Sat May 04 20:28:13 PDT 2019,Sat May 04 20:47:35 PDT 2019,Sat May 04 21:47:35 PDT 2019,,,,1162,100% (5/5),100% (5/5),100% (5/5),"Nielsens successor as acting head of D.H.S.#$will be Kevin McAleenan, the commissioner of U.S. Customs and Border Protection (C.B.P.).#$Current and former department officials have told me that McAleenan is smart, fact-driven, intellectual, and thoughtful. A lawyer by training, with a degree from the University of Chicago, he first joined D.H.S.#$in 2006, as a customs agent in Los Angeles, and later rose to become the deputy commissioner of C.B.P.#$under President Obama; in March of 2018, the Senate confirmed him as head of the agency.#$","The biggest question surrounding McAleenan, who, unlike Nielsen, is seen by both Republicans and Democrats as a credible choice to lead the governments third-largest federal department, is how quickly Trump will sour on him.#$McAleenan has already taken public positions that are at odds with the extremist views of the White House.#$Last December, he praised a new plan at the State Department to increase aid to Central American countries to help improve conditions in the region, and he has continued to speak forcefully about the need for the U.S. to address the root causes of emigration.#$As head of C.B.P., an agency tasked with policing the border, McAleenan has had limited sway over foreign policy.#$Now that hes in a position to play a bigger role in those discussions, he runs the risk of upsetting the President.#$","Another concern, typical for anyone in the Administration, is whether its even possible for a career public servant like McAleenan to operate effectively, and with integrity, in the face of constant pressure from the White House.#$Thats what makes me nervous, one Administration official told me.#$Im not sure how he can finesse things with this Administration. McAleenan did not think up the Administrations family-separation policy, for example, but he did play a role in implementing it.#$In April of 2018, his name was at the top of a document signed by three agency heads at D.H.S.including Tom Homan, at ICE, and Francis Cissna, at Citizen and Immigration Servicesarguing that family separation would deter other immigrant families, according to someone who saw the document.#$In December, as the Trump Administration tightened restrictions at ports of entry and migrants crossed in increasingly remote areas of the desert, two Guatemalan children died in the custody of Border Patrol.#$McAleenan is a career civil servant, and I believe he wants to see his job through to the end, regardless of the Administration, the official told me.#$In the Trump Era, doing so comes at a high cost.#$",4,3,111110,,110,,
3L2OEKSTW9YHPBV08QWBGW1B18DY8V,3ARIN4O78G5O4HZ15EMUOGHWX0HIFP,Summarize a passage,Select the most important sentences to create a summary of the given passage,"summary, summarize, text",$0.03 ,Sat May 04 18:24:51 PDT 2019,10,BatchId:3631114;OriginalHitTemplateId:928390828;,1800,3600,Mon May 06 18:24:51 PDT 2019,,,3MD9PLUKKJ25KSQ30GTE0KWXS9ZNZN,A2J15HW4AA2UEZ,Approved,Sat May 04 22:10:41 PDT 2019,Sat May 04 22:11:51 PDT 2019,Sat May 04 23:11:51 PDT 2019,,,,70,100% (82/82),100% (82/82),100% (82/82),"Nielsens successor as acting head of D.H.S.#$will be Kevin McAleenan, the commissioner of U.S. Customs and Border Protection (C.B.P.).#$Current and former department officials have told me that McAleenan is smart, fact-driven, intellectual, and thoughtful. A lawyer by training, with a degree from the University of Chicago, he first joined D.H.S.#$in 2006, as a customs agent in Los Angeles, and later rose to become the deputy commissioner of C.B.P.#$under President Obama; in March of 2018, the Senate confirmed him as head of the agency.#$","The biggest question surrounding McAleenan, who, unlike Nielsen, is seen by both Republicans and Democrats as a credible choice to lead the governments third-largest federal department, is how quickly Trump will sour on him.#$McAleenan has already taken public positions that are at odds with the extremist views of the White House.#$Last December, he praised a new plan at the State Department to increase aid to Central American countries to help improve conditions in the region, and he has continued to speak forcefully about the need for the U.S. to address the root causes of emigration.#$As head of C.B.P., an agency tasked with policing the border, McAleenan has had limited sway over foreign policy.#$Now that hes in a position to play a bigger role in those discussions, he runs the risk of upsetting the President.#$","Another concern, typical for anyone in the Administration, is whether its even possible for a career public servant like McAleenan to operate effectively, and with integrity, in the face of constant pressure from the White House.#$Thats what makes me nervous, one Administration official told me.#$Im not sure how he can finesse things with this Administration. McAleenan did not think up the Administrations family-separation policy, for example, but he did play a role in implementing it.#$In April of 2018, his name was at the top of a document signed by three agency heads at D.H.S.including Tom Homan, at ICE, and Francis Cissna, at Citizen and Immigration Servicesarguing that family separation would deter other immigrant families, according to someone who saw the document.#$In December, as the Trump Administration tightened restrictions at ports of entry and migrants crossed in increasingly remote areas of the desert, two Guatemalan children died in the custody of Border Patrol.#$McAleenan is a career civil servant, and I believe he wants to see his job through to the end, regardless of the Administration, the official told me.#$In the Trump Era, doing so comes at a high cost.#$",4,3,10,10,1000,,
338GLSUI43ZT84TEHYAS82UW7RUSFS,3ARIN4O78G5O4HZ15EMUOGHWX0HIFP,Summarize a passage,Select the most important sentences to create a summary of the given passage,"summary, summarize, text",$0.03 ,Sat May 04 18:24:51 PDT 2019,10,BatchId:3631114;OriginalHitTemplateId:928390828;,1800,3600,Mon May 06 18:24:51 PDT 2019,,,3C8HJ7UOP8IZ2A53OFEEN57XNJKZMU,A2J15HW4AA2UEZ,Approved,Sat May 04 21:29:51 PDT 2019,Sat May 04 21:30:28 PDT 2019,Sat May 04 22:30:28 PDT 2019,,,,37,100% (82/82),100% (82/82),100% (82/82),"For all of McAleenans credentials, his new title may be a sign of someone elses promotion.#$In a single week, Stephen Miller has successfully torpedoed the careers of two D.H.S.#$officials and has shown his ever-expanding influence within the Administration.#$In a recent Oval Office meeting, according to the Washington Post, Trump told Miller that he would be in charge of all immigration and border matters.#$Theres been talk of creating a new government post known as Trumps immigration tsar, with ranging responsibilities to implement Millers agenda; the names reportedly under considerationincluding the former Virginia attorney general Ken Cuccinelli and the former secretary of state of Kansas Kris Kobachare notorious for their partisan and ideological bona fides.#$Miller appears to hold even greater sway over immigration policy than he did a year ago, and the President, whos reportedly championing a new policy to separate families at the border, is as receptive as ever.#$On Sunday, I asked the Administration official whether McAleenan stood a chance of leading the Department under these circumstances.#$If Trump wants a negotiator, someone who has a lot of credibility, the official said, he has that in McAleenan. The official then went on to outline a list of policy priorities for addressing the crisis at the border that might achieve some measure of consensus in Washington.#$So far, he added, there hasnt been any serious effort to give those a chance.#$",,,4,4,10010000,,,,
338GLSUI43ZT84TEHYAS82UW7RUSFS,3ARIN4O78G5O4HZ15EMUOGHWX0HIFP,Summarize a passage,Select the most important sentences to create a summary of the given passage,"summary, summarize, text",$0.03 ,Sat May 04 18:24:51 PDT 2019,10,BatchId:3631114;OriginalHitTemplateId:928390828;,1800,3600,Mon May 06 18:24:51 PDT 2019,,,3D8YOU6S9F8GR8Q1VC8PHHVWV3LU6P,AIN7LSGBTD8HF,Approved,Sun May 05 09:30:36 PDT 2019,Sun May 05 09:34:24 PDT 2019,Sun May 05 10:34:24 PDT 2019,,,,228,100% (80/80),100% (80/80),100% (80/80),"For all of McAleenans credentials, his new title may be a sign of someone elses promotion.#$In a single week, Stephen Miller has successfully torpedoed the careers of two D.H.S.#$officials and has shown his ever-expanding influence within the Administration.#$In a recent Oval Office meeting, according to the Washington Post, Trump told Miller that he would be in charge of all immigration and border matters.#$Theres been talk of creating a new government post known as Trumps immigration tsar, with ranging responsibilities to implement Millers agenda; the names reportedly under considerationincluding the former Virginia attorney general Ken Cuccinelli and the former secretary of state of Kansas Kris Kobachare notorious for their partisan and ideological bona fides.#$Miller appears to hold even greater sway over immigration policy than he did a year ago, and the President, whos reportedly championing a new policy to separate families at the border, is as receptive as ever.#$On Sunday, I asked the Administration official whether McAleenan stood a chance of leading the Department under these circumstances.#$If Trump wants a negotiator, someone who has a lot of credibility, the official said, he has that in McAleenan. The official then went on to outline a list of policy priorities for addressing the crisis at the border that might achieve some measure of consensus in Washington.#$So far, he added, there hasnt been any serious effort to give those a chance.#$",,,4,4,1100100100,,,,
338GLSUI43ZT84TEHYAS82UW7RUSFS,3ARIN4O78G5O4HZ15EMUOGHWX0HIFP,Summarize a passage,Select the most important sentences to create a summary of the given passage,"summary, summarize, text",$0.03 ,Sat May 04 18:24:51 PDT 2019,10,BatchId:3631114;OriginalHitTemplateId:928390828;,1800,3600,Mon May 06 18:24:51 PDT 2019,,,3HUTX6F6VVBXW2N3COKDSYMVXAG2OK,A2PYZDFLMB8RN6,Approved,Sat May 04 18:28:56 PDT 2019,Sat May 04 18:29:06 PDT 2019,Sat May 04 19:29:06 PDT 2019,,,,10,100% (58/58),100% (58/58),100% (58/58),"For all of McAleenans credentials, his new title may be a sign of someone elses promotion.#$In a single week, Stephen Miller has successfully torpedoed the careers of two D.H.S.#$officials and has shown his ever-expanding influence within the Administration.#$In a recent Oval Office meeting, according to the Washington Post, Trump told Miller that he would be in charge of all immigration and border matters.#$Theres been talk of creating a new government post known as Trumps immigration tsar, with ranging responsibilities to implement Millers agenda; the names reportedly under considerationincluding the former Virginia attorney general Ken Cuccinelli and the former secretary of state of Kansas Kris Kobachare notorious for their partisan and ideological bona fides.#$Miller appears to hold even greater sway over immigration policy than he did a year ago, and the President, whos reportedly championing a new policy to separate families at the border, is as receptive as ever.#$On Sunday, I asked the Administration official whether McAleenan stood a chance of leading the Department under these circumstances.#$If Trump wants a negotiator, someone who has a lot of credibility, the official said, he has that in McAleenan. The official then went on to outline a list of policy priorities for addressing the crisis at the border that might achieve some measure of consensus in Washington.#$So far, he added, there hasnt been any serious effort to give those a chance.#$",,,4,4,1111111100,,,,
338GLSUI43ZT84TEHYAS82UW7RUSFS,3ARIN4O78G5O4HZ15EMUOGHWX0HIFP,Summarize a passage,Select the most important sentences to create a summary of the given passage,"summary, summarize, text",$0.03 ,Sat May 04 18:24:51 PDT 2019,10,BatchId:3631114;OriginalHitTemplateId:928390828;,1800,3600,Mon May 06 18:24:51 PDT 2019,,,3MAOD8E57RYGFXQOZY5T3ZGMK9KXNJ,A2Y57X2I2HHOTN,Approved,Sat May 04 19:51:19 PDT 2019,Sat May 04 19:52:12 PDT 2019,Sat May 04 20:52:12 PDT 2019,,,,53,100% (2/2),100% (2/2),100% (2/2),"For all of McAleenans credentials, his new title may be a sign of someone elses promotion.#$In a single week, Stephen Miller has successfully torpedoed the careers of two D.H.S.#$officials and has shown his ever-expanding influence within the Administration.#$In a recent Oval Office meeting, according to the Washington Post, Trump told Miller that he would be in charge of all immigration and border matters.#$Theres been talk of creating a new government post known as Trumps immigration tsar, with ranging responsibilities to implement Millers agenda; the names reportedly under considerationincluding the former Virginia attorney general Ken Cuccinelli and the former secretary of state of Kansas Kris Kobachare notorious for their partisan and ideological bona fides.#$Miller appears to hold even greater sway over immigration policy than he did a year ago, and the President, whos reportedly championing a new policy to separate families at the border, is as receptive as ever.#$On Sunday, I asked the Administration official whether McAleenan stood a chance of leading the Department under these circumstances.#$If Trump wants a negotiator, someone who has a lot of credibility, the official said, he has that in McAleenan. The official then went on to outline a list of policy priorities for addressing the crisis at the border that might achieve some measure of consensus in Washington.#$So far, he added, there hasnt been any serious effort to give those a chance.#$",,,4,4,1100100,,,,
338GLSUI43ZT84TEHYAS82UW7RUSFS,3ARIN4O78G5O4HZ15EMUOGHWX0HIFP,Summarize a passage,Select the most important sentences to create a summary of the given passage,"summary, summarize, text",$0.03 ,Sat May 04 18:24:51 PDT 2019,10,BatchId:3631114;OriginalHitTemplateId:928390828;,1800,3600,Mon May 06 18:24:51 PDT 2019,,,3YGXWBAF7156QR5NQXUAQDPCSCW4CS,A1P06VR3V0T998,Approved,Sun May 05 07:51:51 PDT 2019,Sun May 05 07:53:23 PDT 2019,Sun May 05 08:53:23 PDT 2019,,,,92,100% (10/10),100% (10/10),100% (10/10),"For all of McAleenans credentials, his new title may be a sign of someone elses promotion.#$In a single week, Stephen Miller has successfully torpedoed the careers of two D.H.S.#$officials and has shown his ever-expanding influence within the Administration.#$In a recent Oval Office meeting, according to the Washington Post, Trump told Miller that he would be in charge of all immigration and border matters.#$Theres been talk of creating a new government post known as Trumps immigration tsar, with ranging responsibilities to implement Millers agenda; the names reportedly under considerationincluding the former Virginia attorney general Ken Cuccinelli and the former secretary of state of Kansas Kris Kobachare notorious for their partisan and ideological bona fides.#$Miller appears to hold even greater sway over immigration policy than he did a year ago, and the President, whos reportedly championing a new policy to separate families at the border, is as receptive as ever.#$On Sunday, I asked the Administration official whether McAleenan stood a chance of leading the Department under these circumstances.#$If Trump wants a negotiator, someone who has a lot of credibility, the official said, he has that in McAleenan. The official then went on to outline a list of policy priorities for addressing the crisis at the border that might achieve some measure of consensus in Washington.#$So far, he added, there hasnt been any serious effort to give those a chance.#$",,,4,4,1111111110,,,,
30P8I9JKOI9HYZHT5H2OXDNQH1AV5H,3ARIN4O78G5O4HZ15EMUOGHWX0HIFP,Summarize a passage,Select the most important sentences to create a summary of the given passage,"summary, summarize, text",$0.03 ,Sat May 04 18:24:51 PDT 2019,10,BatchId:3631114;OriginalHitTemplateId:928390828;,1800,3600,Mon May 06 18:24:51 PDT 2019,,,3CCZ6YKWR87MOC2KSI3TTFUIMOE599,AIN7LSGBTD8HF,Approved,Sun May 05 10:15:33 PDT 2019,Sun May 05 10:17:28 PDT 2019,Sun May 05 11:17:28 PDT 2019,,,,115,100% (80/80),100% (80/80),100% (80/80),"The Islamic State has finally fizzled.#$Its caliphate, daringly declared from the pulpit of the Great Mosque of al-Nuri, in Iraq, in 2014, had been the size of Britain, ruled eight million people, lured recruits from eighty countries, and threatened to redraw the map of the Middle East.#$It ended, in the Syrian farming hamlet of Baghouz, as little more than a junk yard about the size of Central Park, filled with burnt-out vehicles and dilapidated tents.#$Tens of thousands of ISIS loyalists, both fighters and their families, opted to surrenderand face life in crammed prisons and dreary detention campsrather than become martyrs in ISISs promised paradise.#$","The dangers are far from over.#$ISIS has sleeper agents.#$There are thousands, General Mazloum Kobani Abdi, the reclusive politician turned commander who led the campaign against ISIS in Syria, told me, when I travelled through the former caliphate last month.#$Abu Bakr al-Baghdadi, the Islamic States caliph and the worlds most wanted man, has evaded capture.#$ISIS also still has affiliates active from Nigeria to Afghanistan, from Egypt to the Philippines.#$Frankly, our job has just started, Mazloum warned.#$We are finishing the great battle, then we will fight a different kind of war.#$","The drive to flush ISIS out of Syrian territory was described as the most successful unconventional military campaign in history by the Middle East Institute last month.#$More than a dozen American diplomats and military officials involved in Syria told me the same thing.#$The campaign was distinct from the counterpart operation in neighboring Iraq, where the United States coordinated with a friendly government, retrained its conventional Army, provided sophisticated weaponry, established a headquarters for a coalition of seventy-four countries, and had legal status granted by parliament.#$",5,1,10100,100000,10,,
30P8I9JKOI9HYZHT5H2OXDNQH1AV5H,3ARIN4O78G5O4HZ15EMUOGHWX0HIFP,Summarize a passage,Select the most important sentences to create a summary of the given passage,"summary, summarize, text",$0.03 ,Sat May 04 18:24:51 PDT 2019,10,BatchId:3631114;OriginalHitTemplateId:928390828;,1800,3600,Mon May 06 18:24:51 PDT 2019,,,3LRLIPTPERX3BEXSRBLZRZOKPT6AKN,A2PYZDFLMB8RN6,Approved,Sat May 04 19:44:05 PDT 2019,Sat May 04 19:44:12 PDT 2019,Sat May 04 20:44:12 PDT 2019,,,,7,100% (58/58),100% (58/58),100% (58/58),"The Islamic State has finally fizzled.#$Its caliphate, daringly declared from the pulpit of the Great Mosque of al-Nuri, in Iraq, in 2014, had been the size of Britain, ruled eight million people, lured recruits from eighty countries, and threatened to redraw the map of the Middle East.#$It ended, in the Syrian farming hamlet of Baghouz, as little more than a junk yard about the size of Central Park, filled with burnt-out vehicles and dilapidated tents.#$Tens of thousands of ISIS loyalists, both fighters and their families, opted to surrenderand face life in crammed prisons and dreary detention campsrather than become martyrs in ISISs promised paradise.#$","The dangers are far from over.#$ISIS has sleeper agents.#$There are thousands, General Mazloum Kobani Abdi, the reclusive politician turned commander who led the campaign against ISIS in Syria, told me, when I travelled through the former caliphate last month.#$Abu Bakr al-Baghdadi, the Islamic States caliph and the worlds most wanted man, has evaded capture.#$ISIS also still has affiliates active from Nigeria to Afghanistan, from Egypt to the Philippines.#$Frankly, our job has just started, Mazloum warned.#$We are finishing the great battle, then we will fight a different kind of war.#$","The drive to flush ISIS out of Syrian territory was described as the most successful unconventional military campaign in history by the Middle East Institute last month.#$More than a dozen American diplomats and military officials involved in Syria told me the same thing.#$The campaign was distinct from the counterpart operation in neighboring Iraq, where the United States coordinated with a friendly government, retrained its conventional Army, provided sophisticated weaponry, established a headquarters for a coalition of seventy-four countries, and had legal status granted by parliament.#$",5,1,1100,100000,10,,
